state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
West Bengal,SAPTAGRAM,193,SOUGATA GHOSH,Indian National Congress,168,280,444,646,857,1005,1190,1391,1515,1654,1661,1667,,,,,,,,,,,,,,,,,1667,24,1691,0.86,196584
West Bengal,SAPTAGRAM,193,SWARAJ GHOSH,Bharatiya Janata Party,9892,19798,29639,40272,52872,61647,72481,82786,92710,100591,101216,101726,,,,,,,,,,,,,,,,,101726,688,102414,52.1,196584
West Bengal,SAPTAGRAM,193,PANCHU KODALI,Bharatiya Nyay-Adhikar Raksha Party,72,117,160,224,285,325,377,455,518,564,567,568,,,,,,,,,,,,,,,,,568,3,571,0.29,196584
West Bengal,SAPTAGRAM,193,S.K AKTHAR,Bharatiya National Janata Dal,50,100,139,173,210,237,264,313,360,383,388,389,,,,,,,,,,,,,,,,,389,2,391,0.2,196584
West Bengal,SAPTAGRAM,193,CHUNKU TUDU,Independent,68,156,216,288,366,440,506,621,683,727,739,744,,,,,,,,,,,,,,,,,744,1,745,0.38,196584
West Bengal,SAPTAGRAM,193,REJINA BEGAM,Independent,42,100,134,187,239,261,301,349,386,417,421,422,,,,,,,,,,,,,,,,,422,1,423,0.22,196584
West Bengal,SAPTAGRAM,193,SK AKBAR ALI,Independent,99,235,305,402,479,569,638,754,841,906,916,921,,,,,,,,,,,,,,,,,921,4,925,0.47,196584
West Bengal,SAPTAGRAM,193,NOTA,None of the Above,102,223,310,442,557,641,773,903,987,1076,1087,1091,,,,,,,,,,,,,,,,,1091,10,1101,0.56,196584
West Bengal,SATGACHHIA,145,AGNISWAR NASKAR,Bharatiya Janata Party,5804,9575,17347,24420,31710,39621,46973,51062,56735,64029,70647,77798,85645,92005,98361,105218,110405,110412,,,,,,,,,,,110412,611,111023,46.38,239370
West Bengal,SATGACHHIA,145,GOUTAM PAL,Communist Party of India (Marxist),671,1641,2221,2887,3641,4157,4528,5626,6416,7006,7876,8506,9022,9895,10450,10836,11620,11638,,,,,,,,,,,11638,98,11736,4.9,239370
West Bengal,SATGACHHIA,145,PRABHASH CHANDRA GHOSH,Indian National Congress,80,182,300,407,499,588,652,726,803,891,1040,1141,1215,1373,1448,1496,1557,1566,,,,,,,,,,,1566,11,1577,0.66,239370
West Bengal,SATGACHHIA,145,SOMASHREE BETAL,All India Trinamool Congress,7729,16248,20963,26681,32693,38044,43979,52368,58791,64798,71543,77787,82587,90331,96795,102606,109381,110028,,,,,,,,,,,110028,594,110622,46.21,239370
West Bengal,SATGACHHIA,145,UTTAM PAL,Socialist Unity Centre Of India (COMMUNIST),47,112,150,202,264,332,376,434,492,551,604,670,756,837,901,953,998,1001,,,,,,,,,,,1001,1,1002,0.42,239370
West Bengal,SATGACHHIA,145,PALASH KR MONDAL,Independent,54,117,163,233,304,367,416,491,553,605,672,760,815,894,954,1020,1087,1089,,,,,,,,,,,1089,2,1091,0.46,239370
West Bengal,SATGACHHIA,145,SANJOY PRAMANICK,Independent,18,37,50,73,96,113,123,135,151,168,190,211,231,252,264,277,288,288,,,,,,,,,,,288,1,289,0.12,239370
West Bengal,SATGACHHIA,145,SANJIT GHORUI,Independent,20,34,51,87,117,143,167,180,199,218,247,270,283,312,333,355,375,375,,,,,,,,,,,375,1,376,0.16,239370
West Bengal,SATGACHHIA,145,NOTA,None of the Above,104,172,275,372,489,595,672,744,813,908,1026,1138,1257,1358,1456,1549,1640,1643,,,,,,,,,,,1643,11,1654,0.69,239370
West Bengal,SHIBPUR,172,DR. JAGANNATH BHATTACHARYYA,All India Forward Bloc,584,1289,1808,2208,2762,3622,4391,4844,5612,6244,6934,7855,8484,8988,9438,10334,11219,11891,12251,12366,,,,,,,,,12366,176,12542,6.92,181323
West Bengal,SHIBPUR,172,BIMALESH KUMAR HELA,Bahujan Samaj Party,57,108,148,178,207,245,277,308,348,384,416,457,488,520,548,589,615,644,664,667,,,,,,,,,667,4,671,0.37,181323
West Bengal,SHIBPUR,172,DR. RANA CHATTERJEE,All India Trinamool Congress,4117,7996,12196,16501,21391,25238,28566,32365,36226,40179,44026,48272,52121,55833,59187,63650,67555,70904,72897,73168,,,,,,,,,73168,389,73557,40.57,181323
West Bengal,SHIBPUR,172,RUDRANIL GHOSH,Bharatiya Janata Party,5962,11373,18019,22298,26987,32630,37411,41459,45937,51104,56053,60977,65393,69902,74981,79451,83294,86634,88714,88972,,,,,,,,,88972,643,89615,49.42,181323
West Bengal,SHIBPUR,172,SHRABANTI SINGH,Indian National Congress,101,199,360,482,551,630,708,783,881,973,1062,1165,1291,1391,1496,1663,1768,1874,1950,1954,,,,,,,,,1954,39,1993,1.1,181323
West Bengal,SHIBPUR,172,KARTICK SHIL,Socialist Unity Centre Of India (COMMUNIST),13,30,51,72,87,102,128,143,164,187,205,218,228,238,250,280,296,307,315,318,,,,,,,,,318,0,318,0.18,181323
West Bengal,SHIBPUR,172,ABHISEK MONDAL,Independent,9,20,30,40,53,61,71,79,84,98,109,121,129,134,143,151,159,169,175,176,,,,,,,,,176,1,177,0.1,181323
West Bengal,SHIBPUR,172,RAJ ROY,Independent,25,39,69,95,131,162,172,199,210,226,238,269,282,295,319,330,344,352,359,359,,,,,,,,,359,1,360,0.2,181323
West Bengal,SHIBPUR,172,SANJAY KARMAKAR,Independent,39,68,112,156,224,257,291,327,345,371,392,438,462,483,520,537,551,566,568,569,,,,,,,,,569,2,571,0.31,181323
West Bengal,SHIBPUR,172,SUROJIT DAS,Independent,11,28,47,62,75,87,98,108,122,129,133,153,159,167,186,196,205,212,215,217,,,,,,,,,217,2,219,0.12,181323
West Bengal,SHIBPUR,172,NOTA,None of the Above,62,127,186,237,297,388,443,527,616,677,738,815,876,922,1005,1113,1171,1235,1265,1270,,,,,,,,,1270,30,1300,0.72,181323
West Bengal,SHYAMPUKUR,166,JHUMA DAS,All India Forward Bloc,422,941,1484,2023,2478,2967,3437,3872,4225,4459,4817,5193,5518,5912,6197,6350,6486,6603,6953,7269,7291,,,,,,,,7291,65,7356,6.3,116768
West Bengal,SHYAMPUKUR,166,PURNA GHOSH,Indian National Congress,75,151,233,332,396,459,544,612,653,684,731,798,837,878,923,942,979,1027,1077,1122,1128,,,,,,,,1128,8,1136,0.97,116768
West Bengal,SHYAMPUKUR,166,PURNIMA CHAKRABORTY,Bharatiya Janata Party,3182,6419,9418,13195,16617,19050,21710,24696,27479,29899,32643,35498,38014,40625,43927,46421,49931,53159,56587,59652,59993,,,,,,,,59993,255,60248,51.6,116768
West Bengal,SHYAMPUKUR,166,SHASHI PANJA,All India Trinamool Congress,2886,5485,7988,11415,14136,16110,18486,21149,23472,25494,27779,30522,32556,34546,36120,37141,38526,39892,42835,45119,45335,,,,,,,,45335,280,45615,39.06,116768
West Bengal,SHYAMPUKUR,166,GOURANGA KHATUA,Socialist Unity Centre Of India (COMMUNIST),29,64,100,131,156,179,215,234,251,268,276,314,341,356,371,374,382,388,411,430,430,,,,,,,,430,4,434,0.37,116768
West Bengal,SHYAMPUKUR,166,ANITA JAISWAL,Independent,0,4,7,13,18,23,27,31,39,44,46,52,56,63,63,66,70,75,82,86,87,,,,,,,,87,0,87,0.07,116768
West Bengal,SHYAMPUKUR,166,AYAN CHAKRABORTY,Independent,6,12,16,21,29,35,41,44,48,56,62,64,67,71,73,76,76,79,87,91,91,,,,,,,,91,2,93,0.08,116768
West Bengal,SHYAMPUKUR,166,BARNALI GHOSH,Independent,2,5,6,11,16,17,21,24,26,29,34,38,40,42,44,45,46,47,50,53,53,,,,,,,,53,1,54,0.05,116768
West Bengal,SHYAMPUKUR,166,CHHAYA GHOSH,Independent,8,15,21,30,36,44,53,61,67,77,85,91,100,107,113,116,120,124,133,138,139,,,,,,,,139,1,140,0.12,116768
West Bengal,SHYAMPUKUR,166,RIMA MONDAL,Independent,26,41,60,83,96,115,131,156,169,204,228,246,258,264,279,287,295,313,344,359,360,,,,,,,,360,4,364,0.31,116768
West Bengal,SHYAMPUKUR,166,SANJAY BAGARIA,Independent,4,10,19,32,40,48,53,59,63,85,96,102,108,119,134,142,152,166,181,185,185,,,,,,,,185,1,186,0.16,116768
West Bengal,SHYAMPUKUR,166,UMA GOSWAMI,Independent,10,13,19,24,28,31,39,46,49,54,59,65,72,77,79,83,88,88,103,110,111,,,,,,,,111,2,113,0.1,116768
West Bengal,SHYAMPUKUR,166,NOTA,None of the Above,53,112,172,229,275,322,372,437,492,527,571,635,679,720,745,766,789,824,877,922,925,,,,,,,,925,17,942,0.81,116768
West Bengal,SHYAMPUR,179,ASIT BARAN SAU,All India Forward Bloc,980,1817,2309,3032,3383,3791,4048,4651,5170,5833,6206,6638,6911,7567,7886,8562,8629,8638,,,,,,,,,,,8638,75,8713,3.56,244669
West Bengal,SHYAMPUR,179,NADEBASI JANA,All India Trinamool Congress,9792,15587,21465,29341,35839,42535,48764,55525,61172,67104,73040,79817,84676,90043,95450,101347,102344,102690,,,,,,,,,,,102690,701,103391,42.26,244669
West Bengal,SHYAMPUR,179,SK. MANJUR ALAM,Indian National Congress,306,429,530,677,796,994,1103,1225,1320,1417,1514,1623,1707,1800,1870,1951,1966,1973,,,,,,,,,,,1973,15,1988,0.81,244669
West Bengal,SHYAMPUR,179,DR. HIRANMOY CHATTOPADHYAYA (HIRAAN),Bharatiya Janata Party,4423,11612,20304,26022,34211,43183,51246,58428,67129,74398,82641,91991,99935,107048,115921,122626,124169,124708,,,,,,,,,,,124708,943,125651,51.36,244669
West Bengal,SHYAMPUR,179,ALOK DALAPATI,Socialist Unity Centre Of India (COMMUNIST),23,59,85,102,135,172,201,230,254,284,336,372,418,444,474,514,520,522,,,,,,,,,,,522,6,528,0.22,244669
West Bengal,SHYAMPUR,179,SK NOOR AMIN,Aam Janata Unnayan party,21,60,99,110,123,132,139,145,155,162,168,182,190,198,208,222,224,224,,,,,,,,,,,224,3,227,0.09,244669
West Bengal,SHYAMPUR,179,DIPAK KUMAR MONDAL,Independent,22,48,70,91,117,144,160,184,208,232,273,318,366,401,435,460,466,467,,,,,,,,,,,467,2,469,0.19,244669
West Bengal,SHYAMPUR,179,DEBASRI SAHU,Independent,8,15,23,28,35,44,52,60,66,70,75,88,102,111,121,135,136,136,,,,,,,,,,,136,3,139,0.06,244669
West Bengal,SHYAMPUR,179,PRANAB SAMANTA,Independent,20,37,50,62,74,92,118,139,158,176,194,210,223,234,252,262,264,264,,,,,,,,,,,264,5,269,0.11,244669
West Bengal,SHYAMPUR,179,MANOHAR DENRA,Independent,37,70,108,160,200,234,274,322,383,430,478,520,593,634,691,732,740,744,,,,,,,,,,,744,1,745,0.3,244669
West Bengal,SHYAMPUR,179,SK MAHBUB,Independent,96,122,158,187,222,266,301,337,374,399,442,479,522,546,581,622,635,638,,,,,,,,,,,638,8,646,0.26,244669
West Bengal,SHYAMPUR,179,SNEHASHISH SASHMOL,Independent,71,128,165,208,267,324,368,420,466,517,561,603,671,729,769,800,808,808,,,,,,,,,,,808,2,810,0.33,244669
West Bengal,SHYAMPUR,179,NOTA,None of the Above,73,150,227,284,347,411,465,527,604,655,721,790,868,934,1010,1078,1082,1084,,,,,,,,,,,1084,9,1093,0.45,244669
West Bengal,SILIGURI,26,ALOK DHARA,Indian National Congress,164,371,564,790,955,1087,1232,1390,1639,1861,2073,2227,2233,2244,2257,,,,,,,,,,,,,,2257,18,2275,1.24,183573
West Bengal,SILIGURI,26,GOUTAM DEB,All India Trinamool Congress,3872,8732,12905,16621,20921,24241,27291,30751,34903,38825,43050,46731,46845,47010,47194,,,,,,,,,,,,,,47194,374,47568,25.91,183573
West Bengal,SILIGURI,26,PRIYANKA BOSE,Bahujan Samaj Party,50,99,182,231,270,303,330,377,401,466,507,548,553,555,556,,,,,,,,,,,,,,556,5,561,0.31,183573
West Bengal,SILIGURI,26,SHANKAR GHOSH,Bharatiya Janata Party,11260,22563,33722,44624,52651,63601,75055,84123,92363,100819,109950,118012,118777,119187,119752,,,,,,,,,,,,,,119752,1008,120760,65.78,183573
West Bengal,SILIGURI,26,SARADINDU CHAKRABORTY (JOY),Communist Party of India (Marxist),430,1260,1760,2321,2568,2763,3094,3987,4960,6097,7749,8884,8898,8983,9015,,,,,,,,,,,,,,9015,153,9168,4.99,183573
West Bengal,SILIGURI,26,MAMATA DAS,Amra Bangalee,22,51,82,96,103,118,137,160,179,196,228,250,250,250,250,,,,,,,,,,,,,,250,1,251,0.14,183573
West Bengal,SILIGURI,26,DR. SHAHRIAR ALAM,Socialist Unity Centre Of India (COMMUNIST),15,25,51,66,77,93,105,125,148,179,214,239,239,241,242,,,,,,,,,,,,,,242,3,245,0.13,183573
West Bengal,SILIGURI,26,KRISHNA NAND SINGH,Independent,62,103,130,147,155,174,193,222,227,241,249,263,264,264,266,,,,,,,,,,,,,,266,5,271,0.15,183573
West Bengal,SILIGURI,26,TARUN TALAPATRA,Independent,86,136,207,236,262,298,367,433,455,502,521,543,559,560,563,,,,,,,,,,,,,,563,4,567,0.31,183573
West Bengal,SILIGURI,26,SUNIL PANDIT,Independent,23,47,82,94,105,115,145,172,182,206,214,224,224,225,225,,,,,,,,,,,,,,225,1,226,0.12,183573
West Bengal,SILIGURI,26,SURAJ BISHWAKARMA,Independent,41,95,154,190,225,250,296,352,372,409,429,447,451,451,455,,,,,,,,,,,,,,455,2,457,0.25,183573
West Bengal,SILIGURI,26,NOTA,None of the Above,113,242,352,437,516,599,667,763,855,980,1086,1176,1181,1189,1195,,,,,,,,,,,,,,1195,29,1224,0.67,183573
West Bengal,SINGUR,188,ARUP KUMAR DAS,Bharatiya Janata Party,4342,9643,15616,21374,26754,32496,37410,43906,49753,55614,61461,66937,72264,78925,85267,90634,96406,100738,104868,108157,111872,112332,,,,,,,112332,676,113008,50.77,222573
West Bengal,SINGUR,188,DEBASHIS CHATTERJEE,Communist Party of India (Marxist),656,1242,1582,2007,2446,2675,3378,4015,4582,5053,5527,5885,6448,7204,7634,8246,8815,9755,10441,11664,12151,12192,,,,,,,12192,128,12320,5.54,222573
West Bengal,SINGUR,188,PALLABI ROY,Bahujan Samaj Party,35,68,92,127,156,188,226,260,280,302,336,369,399,427,452,488,526,557,591,639,651,654,,,,,,,654,4,658,0.3,222573
West Bengal,SINGUR,188,BARUN KUMAR MALIK,Indian National Congress,51,84,121,163,187,217,281,339,401,471,528,574,608,657,700,739,785,837,901,964,1000,1003,,,,,,,1003,12,1015,0.46,222573
West Bengal,SINGUR,188,BECHARAM MANNA,All India Trinamool Congress,4739,9014,12651,16450,19970,24070,28154,32272,36345,40565,45940,50540,54583,59090,63891,68515,73045,77442,82917,88093,90721,91005,,,,,,,91005,565,91570,41.14,222573
West Bengal,SINGUR,188,KASHINATH SHAW,Aam Janata Unnayan party,43,94,132,183,235,287,328,374,450,487,549,612,660,712,769,833,908,965,1021,1062,1094,1099,,,,,,,1099,4,1103,0.5,222573
West Bengal,SINGUR,188,SUKANTA POREL,Socialist Unity Centre Of India (COMMUNIST),13,26,34,48,56,65,84,114,136,157,177,189,205,225,242,257,279,287,340,357,373,376,,,,,,,376,3,379,0.17,222573
West Bengal,SINGUR,188,ARUP DAS,Independent,10,19,29,37,48,59,73,89,102,113,124,135,150,161,169,187,206,216,229,241,249,250,,,,,,,250,1,251,0.11,222573
West Bengal,SINGUR,188,SANJOY SAIKH,Independent,22,36,57,77,84,98,113,130,147,167,203,214,243,267,278,289,310,329,350,364,373,376,,,,,,,376,3,379,0.17,222573
West Bengal,SINGUR,188,NOTA,None of the Above,64,139,235,314,396,498,583,689,791,859,987,1077,1160,1256,1345,1429,1544,1617,1722,1793,1862,1874,,,,,,,1874,16,1890,0.85,222573
West Bengal,SITAI,6,ARUN KUMAR BARMA,All India Forward Bloc,157,239,307,402,514,622,734,799,854,916,964,1041,1134,1226,1309,1383,1486,1615,1695,1767,1896,1988,2076,,,,,,2076,29,2105,0.79,265319
West Bengal,SITAI,6,ASHUTOSH BARMA,Bharatiya Janata Party,4367,9739,15122,20566,26940,32325,37967,45255,52003,58644,66139,74655,81692,87867,94023,97373,104591,109913,115846,118033,119923,123796,124735,,,,,,124735,732,125467,47.29,265319
West Bengal,SITAI,6,RABIN ROY,Indian National Congress,88,189,331,441,582,706,838,955,1056,1151,1213,1316,1446,1548,1658,1762,1845,2012,2168,2326,2638,2899,3239,,,,,,3239,23,3262,1.23,265319
West Bengal,SITAI,6,SANGITA ROY,All India Trinamool Congress,5305,10840,15629,21459,27474,32319,37720,41804,45709,49550,51887,55257,59653,64917,69836,76544,79725,86591,92058,100737,110756,119807,127382,,,,,,127382,806,128188,48.31,265319
West Bengal,SITAI,6,BINAPANI RAY,Socialist Unity Centre Of India (COMMUNIST),75,162,280,367,462,542,615,711,798,904,946,1025,1071,1128,1169,1281,1334,1411,1466,1554,1639,1736,1803,,,,,,1803,6,1809,0.68,265319
West Bengal,SITAI,6,MANIK ROY,Aam Janata Unnayan party,75,124,175,234,300,361,437,492,531,576,615,661,699,756,806,874,916,991,1048,1149,1223,1312,1384,,,,,,1384,0,1384,0.52,265319
West Bengal,SITAI,6,GOUTAM ROY,Independent,43,73,96,120,150,175,204,239,262,284,308,339,353,372,393,419,445,457,485,499,509,524,536,,,,,,536,3,539,0.2,265319
West Bengal,SITAI,6,SUNIL CHANDRA MAHANTA,Independent,59,145,231,274,342,391,447,518,575,621,686,757,791,842,911,954,1019,1061,1125,1163,1187,1223,1240,,,,,,1240,1,1241,0.47,265319
West Bengal,SITAI,6,NOTA,None of the Above,61,138,194,245,313,358,430,489,552,612,671,747,792,862,930,988,1039,1106,1150,1191,1241,1290,1315,,,,,,1315,9,1324,0.5,265319
West Bengal,SITALKUCHI,5,NAMADIPTI ROY ADHIKARY,Communist Party of India (Marxist),154,283,401,503,602,714,835,1140,1332,1546,1721,1877,2017,2128,2229,2386,2639,2814,2967,3207,3326,3499,3759,3915,3921,3927,3931,,3931,48,3979,1.42,279822
West Bengal,SITALKUCHI,5,SHYAMSUNDAR RAY,Bahujan Samaj Party,41,88,115,153,192,243,286,334,369,399,449,477,511,558,594,650,704,740,790,835,852,887,920,928,931,938,945,,945,0,945,0.34,279822
West Bengal,SITALKUCHI,5,SABITRI BARMAN,Bharatiya Janata Party,7653,13714,20984,28637,35845,42586,49358,54634,61721,68307,74512,79962,86165,92836,100053,108048,113616,120100,126663,131614,134847,137085,140628,141836,142367,142914,143605,,143605,762,144367,51.59,279822
West Bengal,SITALKUCHI,5,SUKAMAL BARMAN,Indian National Congress,87,172,267,340,428,520,611,734,846,1045,1169,1291,1365,1465,1549,1668,1769,1879,1956,2124,2225,2365,2454,2490,2492,2502,2511,,2511,11,2522,0.9,279822
West Bengal,SITALKUCHI,5,HARIHAR DAS,All India Trinamool Congress,4425,8960,13918,17805,21351,25083,29018,34745,38961,43690,47705,52158,56247,59300,63159,67465,73555,77445,82155,88698,96482,107374,116172,117918,118111,118279,118605,,118605,484,119089,42.56,279822
West Bengal,SITALKUCHI,5,KAMAL BARMAN,Amra Bangalee,73,121,175,213,256,304,359,406,463,510,568,633,690,730,778,847,903,965,1013,1100,1163,1259,1318,1337,1338,1344,1347,,1347,5,1352,0.48,279822
West Bengal,SITALKUCHI,5,JAGADISH ADHIKARI,Socialist Unity Centre Of India (COMMUNIST),58,92,117,135,155,184,209,250,286,317,356,383,407,445,472,517,552,587,619,652,680,722,753,764,764,767,772,,772,1,773,0.28,279822
West Bengal,SITALKUCHI,5,MANIK CHANDRA BARMAN,Kamatapur People's Party (United),58,116,160,199,270,321,371,423,463,518,595,650,717,836,874,947,1015,1066,1125,1206,1300,1401,1478,1493,1495,1498,1504,,1504,2,1506,0.54,279822
West Bengal,SITALKUCHI,5,GAJENDRA  BARMAN,Independent,64,108,160,206,278,320,374,422,458,492,544,583,646,700,751,824,882,945,999,1055,1085,1119,1166,1183,1184,1188,1195,,1195,4,1199,0.43,279822
West Bengal,SITALKUCHI,5,PARESH CHANDRA MANTA,Independent,73,138,207,288,366,440,494,563,631,680,783,855,943,1041,1106,1202,1279,1353,1430,1506,1552,1590,1645,1665,1668,1672,1683,,1683,1,1684,0.6,279822
West Bengal,SITALKUCHI,5,HAREKRISHNA SARKAR,Independent,29,64,93,124,164,188,208,248,280,307,360,392,419,449,487,521,561,594,621,654,683,699,728,737,739,742,749,,749,3,752,0.27,279822
West Bengal,SITALKUCHI,5,NOTA,None of the Above,90,151,209,269,342,409,463,532,600,657,725,792,845,906,974,1050,1148,1214,1293,1363,1454,1541,1611,1624,1626,1634,1645,,1645,9,1654,0.59,279822
West Bengal,SONAMUKHI,258,AJIT RAY,Communist Party of India (Marxist),607,923,1525,2119,2554,3620,3976,4471,4913,5410,6144,6556,7263,7624,8173,8655,8834,9274,9682,10273,10411,,,,,,,,10411,126,10537,4.75,221852
West Bengal,SONAMUKHI,258,KALLOL SAHA,All India Trinamool Congress,5399,8986,12323,16355,19723,23094,26922,30802,34777,38052,43780,47589,51842,55893,59791,64553,68086,72850,76507,82347,85478,,,,,,,,85478,661,86139,38.83,221852
West Bengal,SONAMUKHI,258,DIBAKAR GHARAMI,Bharatiya Janata Party,3706,9019,15353,21335,27499,32720,38318,43901,50247,56394,60902,65938,71588,77458,83284,89103,94737,100022,106065,109694,114523,,,,,,,,114523,1026,115549,52.08,221852
West Bengal,SONAMUKHI,258,RAHUL BAURI,Indian National Congress,109,189,279,384,505,570,620,725,784,834,941,1039,1122,1210,1322,1420,1480,1572,1681,1745,1817,,,,,,,,1817,20,1837,0.83,221852
West Bengal,SONAMUKHI,258,DILIP KUMAR SAHA,Socialist Unity Centre Of India (COMMUNIST),14,39,60,85,107,130,170,185,202,220,237,269,297,312,357,389,411,424,443,456,476,,,,,,,,476,4,480,0.22,221852
West Bengal,SONAMUKHI,258,ANANDA ANKURE,Independent,8,20,40,57,79,96,110,127,147,205,226,244,257,285,314,338,349,372,385,398,407,,,,,,,,407,5,412,0.19,221852
West Bengal,SONAMUKHI,258,SANTU BAURI,Independent,19,43,75,99,124,147,174,207,229,248,276,324,360,390,431,468,498,520,548,576,604,,,,,,,,604,5,609,0.27,221852
West Bengal,SONAMUKHI,258,SUJOY SARKAR,Independent,66,152,279,415,533,585,659,745,844,933,1056,1196,1300,1403,1541,1701,1834,1933,2061,2175,2293,,,,,,,,2293,9,2302,1.04,221852
West Bengal,SONAMUKHI,258,SUDHAN RAJAK,Independent,75,151,212,293,380,438,497,605,664,714,799,891,979,1057,1183,1349,1465,1590,1705,1835,1923,,,,,,,,1923,3,1926,0.87,221852
West Bengal,SONAMUKHI,258,NOTA,None of the Above,75,174,284,371,479,556,624,726,807,870,997,1098,1224,1320,1480,1608,1701,1795,1885,1970,2045,,,,,,,,2045,16,2061,0.93,221852
West Bengal,SONARPUR DAKSHIN,147,ARUNDHUTI MAITRA(LOVELY),All India Trinamool Congress,3862,7493,11240,14565,18621,22464,26195,30575,34480,39026,43384,47705,51579,55544,60357,64908,69970,75328,80764,87820,92355,,,,,,,,92355,833,93188,37.82,246393
West Bengal,SONARPUR DAKSHIN,147,ASIMA MONDAL,Bahujan Samaj Party,28,66,115,142,169,214,253,301,328,374,411,451,494,526,588,623,662,704,751,795,840,,,,,,,,840,6,846,0.34,246393
West Bengal,SONARPUR DAKSHIN,147,RUPA GANGULY,Bharatiya Janata Party,5600,11521,18868,24834,31254,36930,43568,50067,55678,62554,68554,74431,80633,86322,92290,99273,105191,110793,117528,121174,126968,,,,,,,,126968,2002,128970,52.34,246393
West Bengal,SONARPUR DAKSHIN,147,SUBRATA DUTTA,Indian National Congress,49,106,166,225,296,368,421,480,522,597,673,753,808,853,913,981,1016,1099,1177,1265,1346,,,,,,,,1346,22,1368,0.56,246393
West Bengal,SONARPUR DAKSHIN,147,DILIP GAYEN,Mulnibasi Party of India,6,10,25,38,51,62,73,84,97,118,126,137,151,156,186,197,204,220,236,252,259,,,,,,,,259,11,270,0.11,246393
West Bengal,SONARPUR DAKSHIN,147,PARAMITA DASGUPTA,Communist Party of India,808,1555,2124,2706,3421,4359,5127,5854,6868,7796,8697,9739,10481,11118,12032,12600,12869,13954,14649,16056,16509,,,,,,,,16509,275,16784,6.81,246393
West Bengal,SONARPUR DAKSHIN,147,MINATI MITRA HALDER,Socialist Unity Centre Of India (COMMUNIST),14,35,60,84,102,118,139,162,185,205,235,276,295,311,327,360,374,399,432,466,490,,,,,,,,490,9,499,0.2,246393
West Bengal,SONARPUR DAKSHIN,147,ATRASTA NATH,Independent,5,8,15,21,26,29,33,38,46,52,57,60,63,69,80,86,90,100,104,114,121,,,,,,,,121,2,123,0.05,246393
West Bengal,SONARPUR DAKSHIN,147,PROHALLAD NASKAR,Independent,4,12,20,23,27,33,42,51,56,64,69,75,83,89,96,102,114,125,136,151,164,,,,,,,,164,4,168,0.07,246393
West Bengal,SONARPUR DAKSHIN,147,PRADIP KUMAR MANDAL,Independent,4,5,10,12,21,27,37,42,53,57,64,73,79,86,98,104,112,125,131,136,141,,,,,,,,141,1,142,0.06,246393
West Bengal,SONARPUR DAKSHIN,147,RATHIN SARKAR,Independent,7,13,18,28,36,40,48,55,70,87,96,106,113,121,143,153,166,182,193,202,208,,,,,,,,208,2,210,0.09,246393
West Bengal,SONARPUR DAKSHIN,147,RAJANYA HALDAR(SARA),Independent,18,64,103,128,140,174,194,213,239,264,283,308,331,343,373,409,425,446,462,488,508,,,,,,,,508,4,512,0.21,246393
West Bengal,SONARPUR DAKSHIN,147,RUPA MONDAL,Independent,12,31,60,72,109,124,153,180,213,247,277,300,339,369,425,463,511,545,590,621,662,,,,,,,,662,3,665,0.27,246393
West Bengal,SONARPUR DAKSHIN,147,RUMPA GANGULY,Independent,24,54,78,100,137,167,199,231,259,288,315,337,369,390,446,478,523,566,621,655,696,,,,,,,,696,2,698,0.28,246393
West Bengal,SONARPUR DAKSHIN,147,NOTA,None of the Above,97,182,254,318,407,490,584,672,755,851,945,1032,1116,1199,1293,1381,1490,1583,1697,1806,1907,,,,,,,,1907,43,1950,0.79,246393
West Bengal,SONARPUR UTTAR,151,JAGANNATH KUMIR,Indian National Congress,42,81,145,193,253,331,406,504,568,614,693,796,885,956,1028,1097,1163,1231,1301,1401,1485,1509,,,,,,,1509,24,1533,0.6,256444
West Bengal,SONARPUR UTTAR,151,DEBASISH DHAR,Bharatiya Janata Party,6491,13004,18659,24529,31599,35820,40642,44293,50338,57225,62850,68635,74304,79330,83773,90846,96864,102359,108471,113202,117474,118980,,,,,,,118980,844,119824,46.73,256444
West Bengal,SONARPUR UTTAR,151,FIRDOUSI BEGAM,All India Trinamool Congress,4846,10401,16212,21309,26918,34591,40495,47064,50862,56011,59684,63361,67812,72541,77323,81251,85196,88709,94265,101692,108742,109519,,,,,,,109519,498,110017,42.9,256444
West Bengal,SONARPUR UTTAR,151,MONALISA SINHA,Communist Party of India (Marxist),565,1079,1523,2027,2600,3339,4102,5313,6013,6888,7877,8975,10217,11862,12974,13939,15000,16097,17080,18158,19269,19564,,,,,,,19564,180,19744,7.7,256444
West Bengal,SONARPUR UTTAR,151,SANJOY PRAMANIK,Bahujan Samaj Party,23,48,84,117,147,169,190,213,233,243,253,265,285,296,309,325,333,341,352,368,382,386,,,,,,,386,5,391,0.15,256444
West Bengal,SONARPUR UTTAR,151,ANINDYA RAY CHAUDHURY,Socialist Unity Centre Of India (COMMUNIST),9,18,30,47,66,71,79,88,114,141,168,182,195,222,245,279,288,300,319,338,348,353,,,,,,,353,4,357,0.14,256444
West Bengal,SONARPUR UTTAR,151,ARUP MANDAL,Independent,7,12,23,34,41,50,56,63,70,76,78,83,88,93,100,110,114,115,125,132,137,141,,,,,,,141,0,141,0.05,256444
