state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
West Bengal,ALIPURDUARS,12,PARITOSH DAS,Bharatiya Janata Party,7437,13970,20208,27075,34370,39951,46723,53362,59825,66243,71350,77874,84259,88193,95535,103129,110043,116962,122808,131687,138258,140513,140903,141407,,,,,141407,1835,143242,61.62,232466
West Bengal,ALIPURDUARS,12,MRINMOY SARKAR (PAPAN),Indian National Congress,80,171,240,356,432,644,751,843,1007,1106,1221,1363,1531,1679,1793,1963,2078,2161,2246,2397,2510,2569,2575,2587,,,,,2587,57,2644,1.14,232466
West Bengal,ALIPURDUARS,12,SHYAMAL ROY,Communist Party of India (Marxist),240,378,590,741,970,1094,1286,1468,1745,2088,2656,3377,3884,4471,5162,5655,5926,6208,6480,6819,6939,7075,7101,7117,,,,,7117,184,7301,3.14,232466
West Bengal,ALIPURDUARS,12,SUMAN KANJILAL,All India Trinamool Congress,4139,8126,11885,15512,18104,22839,26949,29966,33900,37674,41348,44509,47854,49954,52452,55324,57780,60641,64288,67609,70903,71918,72126,72246,,,,,72246,576,72822,31.33,232466
West Bengal,ALIPURDUARS,12,ABDUL LATIF CHOUDHURY,Aam Janata Unnayan party,35,59,99,141,167,224,269,296,324,355,386,413,439,453,467,488,512,540,567,608,627,640,642,642,,,,,642,5,647,0.28,232466
West Bengal,ALIPURDUARS,12,PIJUSH KANTI SARMA,Socialist Unity Centre Of India (COMMUNIST),20,36,62,73,83,101,125,146,160,184,199,227,274,288,309,328,334,340,352,383,399,404,406,406,,,,,406,2,408,0.18,232466
West Bengal,ALIPURDUARS,12,MANIK BARMAN,Kamatapur People's Party (United),27,49,61,74,90,111,135,149,171,195,219,230,243,250,257,271,280,299,309,331,345,350,350,350,,,,,350,24,374,0.16,232466
West Bengal,ALIPURDUARS,12,ABINASH DAS,Independent,46,83,115,166,192,262,326,370,424,465,517,555,592,609,636,687,726,774,823,875,929,948,948,949,,,,,949,5,954,0.41,232466
West Bengal,ALIPURDUARS,12,ABHIJIT SAHA,Independent,26,50,78,102,119,172,210,239,270,282,305,334,355,364,380,400,406,426,447,484,512,526,527,528,,,,,528,3,531,0.23,232466
West Bengal,ALIPURDUARS,12,BHUPESH DAS,Independent,110,205,252,307,354,396,466,508,545,588,618,641,671,678,692,715,743,778,813,864,901,912,914,914,,,,,914,9,923,0.4,232466
West Bengal,ALIPURDUARS,12,NOTA,None of the Above,115,244,349,476,603,776,965,1100,1220,1330,1441,1569,1685,1749,1847,1958,2060,2208,2285,2429,2528,2573,2581,2587,,,,,2587,33,2620,1.13,232466
West Bengal,AMDANGA,102,ARINDAM DEY,Bharatiya Janata Party,5946,10112,14750,16031,17466,18561,19739,22961,25137,29034,34502,39402,45123,51113,56338,61598,66717,72068,76160,78133,,,,,,,,,78133,542,78675,36.85,213502
West Bengal,AMDANGA,102,MOHAMMAD KASEM SIDDIQUE,All India Trinamool Congress,3552,6935,11744,18704,24065,28764,33643,37521,41749,45747,49138,53203,57341,60407,65252,68995,72123,76077,79257,81318,,,,,,,,,81318,352,81670,38.25,213502
West Bengal,AMDANGA,102,GOPAL GHOSH,Indian National Congress,64,124,191,306,378,422,465,527,584,624,664,699,760,833,890,943,1005,1076,1110,1142,,,,,,,,,1142,16,1158,0.54,213502
West Bengal,AMDANGA,102,MOUFUL DAS,Bahujan Samaj Party,36,57,80,112,137,161,187,210,237,261,275,291,308,335,359,384,404,425,435,438,,,,,,,,,438,1,439,0.21,213502
West Bengal,AMDANGA,102,ABDUL SAMAD GAZI,Bharatiya Nyay-Adhikar Raksha Party,17,45,86,140,203,262,302,336,396,459,478,496,512,524,544,550,557,572,586,594,,,,,,,,,594,2,596,0.28,213502
West Bengal,AMDANGA,102,KAMAL UDDIN,Socialist Unity Centre Of India (COMMUNIST),18,31,55,105,139,182,209,227,247,285,311,325,343,355,363,373,393,407,417,420,,,,,,,,,420,3,423,0.2,213502
West Bengal,AMDANGA,102,GOLAM MD NIZAMUDDIN,Aam Janata Unnayan party,6,18,48,100,130,172,195,224,262,289,300,312,323,329,340,351,402,423,430,434,,,,,,,,,434,2,436,0.2,213502
West Bengal,AMDANGA,102,BISWAJIT MAITY,All India Secular Front,1194,3182,5839,11590,16090,22104,26228,29106,33029,36511,37957,39175,40457,40897,41583,42342,43089,44481,45573,46049,,,,,,,,,46049,132,46181,21.63,213502
West Bengal,AMDANGA,102,HARIPADA BISWAS,Mulnibasi Party of India,19,36,65,108,133,177,208,227,261,298,306,316,326,332,340,348,357,367,385,389,,,,,,,,,389,2,391,0.18,213502
West Bengal,AMDANGA,102,ALIM HOSSAIN MONDAL,Independent,23,46,59,95,123,139,150,166,182,200,212,221,237,251,263,277,286,298,309,315,,,,,,,,,315,2,317,0.15,213502
West Bengal,AMDANGA,102,ASADUL,Independent,16,43,77,117,153,197,220,248,272,302,323,343,357,370,401,422,426,445,463,472,,,,,,,,,472,1,473,0.22,213502
West Bengal,AMDANGA,102,S.MUKTAR AHAMED,Independent,53,100,180,281,355,427,476,545,594,673,728,764,828,871,966,1013,1045,1094,1148,1173,,,,,,,,,1173,1,1174,0.55,213502
West Bengal,AMDANGA,102,NOTA,None of the Above,93,173,263,353,429,503,557,641,727,825,895,967,1053,1144,1231,1327,1409,1476,1528,1560,,,,,,,,,1560,9,1569,0.73,213502
West Bengal,AMTA,181,AMIT SAMANTA,Bharatiya Janata Party,6480,14997,21750,27644,34044,40173,47265,53738,61151,68176,75007,81042,86699,94221,101329,102467,102883,103233,103984,104133,,,,,,,,,104133,516,104649,44.16,237001
West Bengal,AMTA,181,JOSHIMUDDIN MALLICK,Communist Party of India (Marxist),714,1369,2579,3862,4450,5333,6449,7693,8358,10384,12553,15777,19150,20615,22824,23005,23039,23045,23060,23087,,,,,,,,,23087,106,23193,9.79,237001
West Bengal,AMTA,181,TAPAN DAS,Indian National Congress,97,205,359,502,608,742,855,982,1125,1206,1387,1626,1934,2051,2278,2293,2311,2329,2332,2336,,,,,,,,,2336,14,2350,0.99,237001
West Bengal,AMTA,181,SUKANTA KUMAR PAUL,All India Trinamool Congress,5832,12474,19867,26672,31514,38679,45788,52722,58640,64858,72133,78615,85111,90751,97782,98393,98816,99068,99232,99593,,,,,,,,,99593,602,100195,42.28,237001
West Bengal,AMTA,181,SANJEEB SANTARA,Socialist Unity Centre Of India (COMMUNIST),33,81,112,157,187,225,262,304,345,383,422,468,495,533,594,604,606,606,612,612,,,,,,,,,612,2,614,0.26,237001
West Bengal,AMTA,181,SK MASAREKUL ANOWAR,Aam Janata Unnayan party,9,21,29,46,58,73,86,99,115,125,134,146,156,167,175,177,178,184,184,185,,,,,,,,,185,1,186,0.08,237001
West Bengal,AMTA,181,ABHIJIT SHOW,Independent,7,15,23,30,38,51,63,72,79,89,105,121,131,136,152,153,154,154,154,154,,,,,,,,,154,2,156,0.07,237001
West Bengal,AMTA,181,ABHIJIT HAZRA,Independent,10,24,37,48,59,74,84,89,99,120,127,136,143,159,166,167,167,167,167,170,,,,,,,,,170,5,175,0.07,237001
West Bengal,AMTA,181,ASHISH DOLUI,Independent,14,39,58,88,105,125,153,162,177,194,207,224,232,246,257,259,259,260,260,260,,,,,,,,,260,2,262,0.11,237001
West Bengal,AMTA,181,KAMAL KRISHNA MALIK,Independent,39,101,152,194,242,286,340,384,437,493,536,576,625,661,694,698,704,706,707,708,,,,,,,,,708,1,709,0.3,237001
West Bengal,AMTA,181,BAISAKHI MALIK,Independent,72,171,251,360,432,546,673,773,900,984,1101,1215,1306,1385,1455,1459,1469,1480,1484,1494,,,,,,,,,1494,4,1498,0.63,237001
West Bengal,AMTA,181,SARASWATI PATRA SARKAR,Independent,15,38,75,100,116,142,169,192,226,241,269,302,331,350,364,365,365,367,368,370,,,,,,,,,370,0,370,0.16,237001
West Bengal,AMTA,181,SK SAPIYAR ALI,Independent,34,84,128,170,219,270,334,373,421,470,523,599,665,724,759,768,775,780,785,789,,,,,,,,,789,0,789,0.33,237001
West Bengal,AMTA,181,NOTA,None of the Above,92,227,345,438,563,733,871,983,1120,1249,1361,1490,1603,1730,1808,1824,1828,1833,1844,1847,,,,,,,,,1847,8,1855,0.78,237001
West Bengal,ARAMBAG,200,KAJALLATA KUNDU,Bahujan Samaj Party,72,149,210,303,399,477,550,640,724,781,818,892,954,1025,1079,1120,1172,1238,1302,1391,1451,1523,1577,1583,,,,,1583,6,1589,0.67,235875
West Bengal,ARAMBAG,200,BAG MITA,All India Trinamool Congress,3414,8059,13505,17739,21286,25438,30673,36318,40700,44103,47260,50634,54825,58801,64087,67170,70061,74101,78619,82039,85802,90025,93419,93677,,,,,93677,364,94041,39.87,235875
West Bengal,ARAMBAG,200,BAG HEMANTA,Bharatiya Janata Party,6223,10208,14721,19127,24733,30266,34571,38421,44377,51023,57165,62287,67890,74691,78840,84635,91217,96629,100949,106080,111764,116620,121411,121926,,,,,121926,1074,123000,52.15,235875
West Bengal,ARAMBAG,200,BITHIKA PANDIT,Communist Party of India (Marxist),600,1298,1731,2156,2480,2886,3318,4120,4619,5102,5588,6008,6638,7285,7980,8339,8615,8962,9432,9821,10192,10975,11289,11313,,,,,11313,101,11414,4.84,235875
West Bengal,ARAMBAG,200,SUSHIL SANTRA,Indian National Congress,107,209,289,379,455,580,666,789,909,1019,1093,1175,1288,1407,1491,1579,1679,1790,1872,1982,2101,2198,2272,2279,,,,,2279,17,2296,0.97,235875
West Bengal,ARAMBAG,200,HEMANTA BAG,Independent,62,126,211,310,385,475,576,694,794,872,931,998,1093,1197,1286,1341,1425,1528,1595,1678,1760,1831,1904,1924,,,,,1924,5,1929,0.82,235875
West Bengal,ARAMBAG,200,NOTA,None of the Above,95,148,196,265,328,407,472,559,633,727,792,867,945,1037,1101,1157,1220,1277,1323,1388,1465,1534,1584,1589,,,,,1589,17,1606,0.68,235875
West Bengal,ASANSOL DAKSHIN,280,AGNIMITRA PAUL,Bharatiya Janata Party,10055,18272,25544,33054,42183,48385,53471,63374,73720,83698,92803,100342,108587,115918,118809,,,,,,,,,,,,,,118809,773,119582,55.42,215792
West Bengal,ASANSOL DAKSHIN,280,TAPAS BANERJEE,All India Trinamool Congress,3784,8683,15035,17635,22039,29573,39103,43428,48832,53374,58278,65493,71642,76758,78347,,,,,,,,,,,,,,78347,396,78743,36.49,215792
West Bengal,ASANSOL DAKSHIN,280,SILPI CHAKRABORTY,Communist Party of India (Marxist),538,1068,1544,1817,2408,2852,3466,4177,5119,5772,6747,7498,8165,9695,10294,,,,,,,,,,,,,,10294,96,10390,4.81,215792
West Bengal,ASANSOL DAKSHIN,280,SOUVIK MUKHERJEE,Indian National Congress,86,199,310,403,504,626,717,813,925,1003,1111,1194,1250,1331,1355,,,,,,,,,,,,,,1355,12,1367,0.63,215792
West Bengal,ASANSOL DAKSHIN,280,ANUP BHATTACHARYA,Socialist Unity Centre Of India (COMMUNIST),40,73,100,115,133,156,172,204,239,261,296,315,344,379,389,,,,,,,,,,,,,,389,2,391,0.18,215792
West Bengal,ASANSOL DAKSHIN,280,BIBEKANANDA SADHU,Amra Bangalee,28,72,101,108,117,129,145,170,193,224,272,304,326,358,369,,,,,,,,,,,,,,369,0,369,0.17,215792
West Bengal,ASANSOL DAKSHIN,280,ASGAR ALI,Independent,47,101,147,173,206,232,277,357,395,461,541,599,667,751,789,,,,,,,,,,,,,,789,0,789,0.37,215792
West Bengal,ASANSOL DAKSHIN,280,DIPIKA BAURI,Independent,66,152,261,294,330,375,420,547,616,723,833,1019,1163,1266,1298,,,,,,,,,,,,,,1298,6,1304,0.6,215792
West Bengal,ASANSOL DAKSHIN,280,NOTA,None of the Above,225,434,611,716,880,982,1088,1396,1574,1844,2090,2291,2521,2728,2836,,,,,,,,,,,,,,2836,21,2857,1.32,215792
West Bengal,ASANSOL UTTAR,281,KRISHNENDU MUKHERJEE,Bharatiya Janata Party,9927,19534,28307,31239,32586,36538,43391,53148,62701,72081,83245,92232,102939,103381,103750,,,,,,,,,,,,,,103750,766,104516,49.63,210607
West Bengal,ASANSOL UTTAR,281,PRASENJIT PUITANDY,Indian National Congress,168,404,573,717,855,983,1137,1266,1379,1537,1689,1831,1933,1937,1945,,,,,,,,,,,,,,1945,35,1980,0.94,210607
West Bengal,ASANSOL UTTAR,281,MOLOY GHATAK,All India Trinamool Congress,5741,12020,16421,27863,43520,53269,59916,64166,69331,76846,81680,88434,92007,92077,92359,,,,,,,,,,,,,,92359,542,92901,44.11,210607
West Bengal,ASANSOL UTTAR,281,AKHILESH KUMAR SINGH,Communist Party of India,453,874,1526,1708,1872,1975,2198,2584,2784,3200,3651,4220,4678,4687,4691,,,,,,,,,,,,,,4691,88,4779,2.27,210607
West Bengal,ASANSOL UTTAR,281,KALLOL KUMAR RAY,Socialist Unity Centre Of India (COMMUNIST),31,49,79,96,110,121,131,141,154,180,201,221,238,239,239,,,,,,,,,,,,,,239,2,241,0.11,210607
West Bengal,ASANSOL UTTAR,281,DANISH AZIZ,All India Majlis-E-Ittehadul Muslimeen,17,53,69,118,272,350,365,373,384,439,452,476,485,485,490,,,,,,,,,,,,,,490,3,493,0.23,210607
West Bengal,ASANSOL UTTAR,281,BALIRAM GOND,Gondvana Gantantra Party,10,15,20,27,33,39,44,47,56,69,81,86,94,95,96,,,,,,,,,,,,,,96,2,98,0.05,210607
West Bengal,ASANSOL UTTAR,281,ANOWAR ALI,Independent,13,22,29,35,41,47,52,58,65,88,96,106,115,115,115,,,,,,,,,,,,,,115,3,118,0.06,210607
West Bengal,ASANSOL UTTAR,281,KRISHNENDU CHATTERJEE,Independent,14,32,59,72,83,89,102,112,122,143,158,167,180,180,181,,,,,,,,,,,,,,181,4,185,0.09,210607
West Bengal,ASANSOL UTTAR,281,KRISHNENDU MUKHOPADHYAY,Independent,32,62,86,110,120,125,141,167,178,198,211,231,252,252,253,,,,,,,,,,,,,,253,2,255,0.12,210607
West Bengal,ASANSOL UTTAR,281,DHARMPAL MISHRA,Independent,32,57,69,84,106,121,138,152,165,212,227,266,280,280,280,,,,,,,,,,,,,,280,0,280,0.13,210607
West Bengal,ASANSOL UTTAR,281,MD. NASIM ANSARI,Independent,187,283,321,498,803,935,992,1039,1088,1300,1361,1479,1511,1512,1517,,,,,,,,,,,,,,1517,3,1520,0.72,210607
West Bengal,ASANSOL UTTAR,281,SUNIL THAKUR,Independent,69,106,131,163,193,223,238,264,279,357,387,460,482,484,484,,,,,,,,,,,,,,484,2,486,0.23,210607
West Bengal,ASANSOL UTTAR,281,NOTA,None of the Above,355,595,767,922,1104,1238,1376,1535,1681,2049,2259,2544,2726,2734,2737,,,,,,,,,,,,,,2737,18,2755,1.31,210607
West Bengal,ASHOKNAGAR,101,ANGSHUMAN ROY,Indian National Congress,36,79,141,228,302,354,406,450,475,525,555,625,708,778,860,974,1092,1223,1308,1361,1402,,,,,,,,1402,15,1417,0.64,219757
West Bengal,ASHOKNAGAR,101,TARAKESWAR HAWLADER,Bahujan Samaj Party,36,66,91,114,135,168,213,253,278,314,335,362,400,427,459,485,509,532,571,633,654,,,,,,,,654,4,658,0.3,219757
West Bengal,ASHOKNAGAR,101,NARAYAN GOSWAMI,All India Trinamool Congress,5275,9537,14324,18976,23517,29801,34767,38958,43296,47358,51480,55792,59656,63393,67128,71140,74991,78591,82154,85043,86774,,,,,,,,86774,625,87399,39.77,219757
West Bengal,ASHOKNAGAR,101,DR. SUMAY HIRA,Bharatiya Janata Party,2922,8431,12026,17104,19722,21588,24782,29186,32997,39465,44112,48944,54448,59421,65419,70860,76744,81170,86281,92947,95941,,,,,,,,95941,866,96807,44.05,219757
West Bengal,ASHOKNAGAR,101,TAPAS BANERJEE,All India Secular Front,3792,5062,7026,8929,12319,15965,19185,20753,22410,23710,24886,25805,26047,26275,26545,26862,27498,27974,28458,28854,29353,,,,,,,,29353,140,29493,13.42,219757
West Bengal,ASHOKNAGAR,101,TARAK DAS,Socialist Unity Centre Of India (COMMUNIST),49,78,102,159,200,240,290,318,335,357,387,430,466,483,512,528,558,573,592,611,624,,,,,,,,624,4,628,0.29,219757
West Bengal,ASHOKNAGAR,101,SHIKHA GHOSH,Aam Janata Unnayan party,37,68,85,135,165,190,232,261,290,316,353,374,403,425,463,477,510,520,539,578,606,,,,,,,,606,4,610,0.28,219757
West Bengal,ASHOKNAGAR,101,TAPAS BANERJEE,Independent,94,179,238,332,412,526,614,662,713,763,842,900,946,995,1034,1078,1120,1147,1193,1244,1278,,,,,,,,1278,7,1285,0.58,219757
West Bengal,ASHOKNAGAR,101,TAPAS SARDAR,Independent,20,38,47,73,86,103,126,141,149,165,173,190,201,218,231,240,255,266,275,287,293,,,,,,,,293,6,299,0.14,219757
West Bengal,ASHOKNAGAR,101,NOTA,None of the Above,72,116,153,228,284,339,401,447,501,551,600,641,684,714,781,821,906,977,1048,1102,1136,,,,,,,,1136,25,1161,0.53,219757
West Bengal,AUSGRAM,273,KALITA MAJI,Bharatiya Janata Party,5261,14374,22735,30311,35519,43526,49428,57179,64699,73194,81111,88952,98291,105649,106827,107134,,,,,,,,,,,,,107134,558,107692,47.68,225886
West Bengal,AUSGRAM,273,CHANCHAL KUMAR MAJHI,Communist Party of India (Marxist),1680,2466,3437,4405,5552,7312,8558,10177,11746,12620,13304,14255,15126,16228,16297,16356,,,,,,,,,,,,,16356,122,16478,7.29,225886
West Bengal,AUSGRAM,273,TAPAS BARAL,Indian National Congress,125,235,365,548,729,890,1012,1152,1328,1441,1558,1706,1860,2042,2058,2059,,,,,,,,,,,,,2059,23,2082,0.92,225886
West Bengal,AUSGRAM,273,SHYAMA PRASANNA LOHAR,All India Trinamool Congress,6993,13613,20643,29068,37676,43801,50076,56517,62629,67373,74141,81503,87179,94022,94474,94694,,,,,,,,,,,,,94694,463,95157,42.13,225886
West Bengal,AUSGRAM,273,MANASA METE,Socialist Unity Centre Of India (COMMUNIST),62,117,193,273,369,463,552,642,722,793,850,933,1021,1124,1132,1134,,,,,,,,,,,,,1134,4,1138,0.5,225886
West Bengal,AUSGRAM,273,NIHAR KUMAR HAZRA,Independent,48,107,164,220,269,332,396,466,549,577,629,734,828,901,908,910,,,,,,,,,,,,,910,4,914,0.4,225886
West Bengal,AUSGRAM,273,NOTA,None of the Above,127,278,451,615,765,951,1120,1302,1476,1632,1781,1979,2185,2395,2420,2423,,,,,,,,,,,,,2423,2,2425,1.07,225886
West Bengal,BADURIA,99,ABDUR RAHIM QUAZI,Indian National Congress,119,211,327,468,719,943,1130,1331,1603,2006,2214,2370,2501,2623,2773,2968,3045,3233,3468,3567,3612,,,,,,,,3612,39,3651,1.61,227365
West Bengal,BADURIA,99,GOPAL DAS,Bahujan Samaj Party,34,51,71,118,148,184,218,230,260,296,324,351,374,397,417,446,469,495,526,545,557,,,,,,,,557,1,558,0.25,227365
West Bengal,BADURIA,99,BURHANUL MUKADDIM (LITON),All India Trinamool Congress,4620,8762,11913,19675,26545,33324,39205,44175,48456,54366,59660,64287,69829,74193,79585,83961,87535,91081,95333,100199,102675,,,,,,,,102675,659,103334,45.45,227365
West Bengal,BADURIA,99,SUKRITI KUMAR SARKAR,Bharatiya Janata Party,3901,9562,14385,15768,17683,19737,21793,23556,25855,26886,28307,30637,32930,36607,39606,42501,47492,52746,58462,61782,62658,,,,,,,,62658,615,63273,27.83,227365
West Bengal,BADURIA,99,IBRAHIM MOLLA,Aam Janata Unnayan party,26,50,69,91,113,134,153,177,206,228,262,290,318,346,376,393,414,439,466,513,528,,,,,,,,528,2,530,0.23,227365
West Bengal,BADURIA,99,MD. KUTUBUDDIN FATEHE,All India Secular Front,909,1539,2167,3974,6290,8758,11488,14875,18265,22531,26297,29072,32099,34814,38066,40548,41838,43318,44885,48233,49573,,,,,,,,49573,127,49700,21.86,227365
West Bengal,BADURIA,99,NITAIKRISHNA PAL,Socialist Unity Centre Of India (COMMUNIST),12,22,26,41,62,77,88,105,123,149,165,178,194,211,230,250,259,280,294,311,317,,,,,,,,317,4,321,0.14,227365
West Bengal,BADURIA,99,SAFIKUL ISLAM DAFADAR,Vikas India Party,8,10,16,23,36,52,65,83,96,118,128,138,148,164,186,201,207,216,229,250,256,,,,,,,,256,0,256,0.11,227365
West Bengal,BADURIA,99,ABDUL HANNAN SARDAR,Independent,18,28,36,58,92,127,180,217,285,342,401,449,495,544,622,660,685,704,733,803,835,,,,,,,,835,0,835,0.37,227365
West Bengal,BADURIA,99,ALI ARSHAF,Independent,9,20,32,56,81,106,134,151,179,201,231,258,290,316,337,352,371,403,441,470,477,,,,,,,,477,4,481,0.21,227365
West Bengal,BADURIA,99,QUTUBUDDIN AHMED,Independent,23,50,74,122,186,259,331,381,440,544,627,679,749,806,876,926,968,1010,1070,1146,1175,,,,,,,,1175,1,1176,0.52,227365
West Bengal,BADURIA,99,BEDORA BIBI,Independent,47,117,137,198,278,336,401,451,503,573,620,688,733,807,889,942,977,1025,1094,1170,1210,,,,,,,,1210,1,1211,0.53,227365
West Bengal,BADURIA,99,SOUPTIK MONDAL,Independent,23,55,83,125,160,193,223,248,292,328,347,372,402,428,465,500,545,566,605,640,652,,,,,,,,652,0,652,0.29,227365
West Bengal,BADURIA,99,NOTA,None of the Above,77,146,185,249,333,417,500,571,634,702,758,812,869,939,1026,1104,1154,1207,1285,1348,1370,,,,,,,,1370,17,1387,0.61,227365
West Bengal,BAGDA,94,KIRTTANIYA PRABIR (BAPI),Indian National Congress,24,44,77,104,134,174,199,258,274,350,386,427,466,508,582,619,655,714,742,784,819,835,836,,,,,,836,11,847,0.39,217223
West Bengal,BAGDA,94,GOUTAM MALO,Bahujan Samaj Party,37,56,84,95,124,138,153,174,203,255,312,343,367,397,436,450,474,502,516,532,544,551,553,,,,,,553,12,565,0.26,217223
West Bengal,BAGDA,94,GOUR BISWAS,All India Forward Bloc,147,275,523,675,830,1038,1173,1470,1668,1821,1888,2125,2420,2666,2891,3062,3419,3788,4082,4335,4475,4613,4637,,,,,,4637,63,4700,2.16,217223
West Bengal,BAGDA,94,MADHUPARNA THAKUR,All India Trinamool Congress,3351,6397,10859,13877,17307,21143,24174,28891,32642,35604,38935,43056,47828,52913,57257,60991,66179,71366,75504,80504,83880,85918,86188,,,,,,86188,503,86691,39.91,217223
West Bengal,BAGDA,94,SOMA THAKUR,Bharatiya Janata Party,5536,10854,16447,22338,28563,34954,40699,44792,50228,56647,62558,67371,72549,77618,83386,89324,94001,99691,105398,111058,117278,119861,120426,,,,,,120426,881,121307,55.84,217223
West Bengal,BAGDA,94,SWAPAN MONDAL,Socialist Unity Centre Of India (COMMUNIST),12,31,54,71,99,122,141,162,186,207,222,240,261,286,308,334,359,382,397,427,462,468,473,,,,,,473,2,475,0.22,217223
West Bengal,BAGDA,94,KALIPADA BISWAS,Independent,23,41,65,101,128,173,200,241,256,278,300,319,352,380,407,440,475,515,541,572,608,621,625,,,,,,625,2,627,0.29,217223
West Bengal,BAGDA,94,TUSHAR KANTI HALDER,Independent,19,36,57,101,131,165,185,223,247,254,272,298,336,359,389,412,436,470,495,529,553,567,569,,,,,,569,2,571,0.26,217223
West Bengal,BAGDA,94,DULAL CHANDRA BAR,Independent,13,27,41,66,101,163,186,203,228,253,260,270,288,307,321,333,349,367,385,403,433,441,443,,,,,,443,8,451,0.21,217223
West Bengal,BAGDA,94,MANIK BAGCHI,Independent,12,17,32,42,53,67,83,99,106,113,126,147,165,180,197,210,225,234,240,251,263,265,267,,,,,,267,4,271,0.12,217223
West Bengal,BAGDA,94,NOTA,None of the Above,29,53,90,122,159,196,227,249,276,314,343,371,423,456,484,519,545,584,614,652,683,701,703,,,,,,703,15,718,0.33,217223
West Bengal,BAGHMUNDI,240,NEPAL CHANDRA MAHATO,Indian National Congress,1502,3888,5749,6848,7865,9343,12050,14322,16474,17917,19586,20970,22092,23514,25052,25830,26969,27982,28823,29772,30522,31466,,,,,,,31466,220,31686,13.77,230137
West Bengal,BAGHMUNDI,240,PARIMAL KUMAR,All India Forward Bloc,145,267,440,541,592,823,1142,1622,1767,2042,2382,2687,2976,3427,3622,3858,3960,4100,4187,4364,4504,4735,,,,,,,4735,47,4782,2.08,230137
West Bengal,BAGHMUNDI,240,RAHIDAS MAHATO,Bharatiya Janata Party,4634,9535,15159,22329,28715,32047,37149,41530,46831,51811,56580,62339,67208,70548,74985,80098,84721,89880,95491,102152,107237,111562,,,,,,,111562,1101,112663,48.95,230137
West Bengal,BAGHMUNDI,240,SUSHANTA MAHATO,All India Trinamool Congress,2947,5944,8863,10604,12956,17636,20368,22821,26824,30425,33743,37127,40549,44330,48226,51427,55036,59269,62517,65876,68851,71393,,,,,,,71393,453,71846,31.22,230137
West Bengal,BAGHMUNDI,240,PARITOSH SINGH BABU,Socialist Unity Centre Of India (COMMUNIST),40,84,128,159,191,237,271,304,351,393,475,539,602,660,716,775,867,958,1012,1054,1092,1122,,,,,,,1122,5,1127,0.49,230137
West Bengal,BAGHMUNDI,240,PASHUPATI MAHATO,Amra Bangalee,13,26,44,60,73,93,110,128,149,167,206,227,245,258,288,309,323,337,357,378,393,408,,,,,,,408,2,410,0.18,230137
West Bengal,BAGHMUNDI,240,MANOJ KUMAR MAHATO,Jharkhand Loktantrik Krantikari Morcha,116,206,328,373,392,424,476,536,696,874,948,1045,1122,1244,1289,1353,1387,1452,1511,1600,1644,1753,,,,,,,1753,4,1757,0.76,230137
West Bengal,BAGHMUNDI,240,UJJWAL PARAMANIK,Independent,15,28,42,63,79,92,109,138,153,172,194,220,245,268,292,314,335,358,384,403,421,433,,,,,,,433,0,433,0.19,230137
West Bengal,BAGHMUNDI,240,TUSHAR MAHATO,Independent,40,77,110,147,182,228,253,287,330,378,428,471,529,583,636,697,736,788,841,882,941,989,,,,,,,989,1,990,0.43,230137
West Bengal,BAGHMUNDI,240,MIHIR CHANDRA MAHATO,Independent,44,105,156,197,252,313,358,426,468,521,607,674,771,853,902,978,1031,1095,1156,1206,1257,1312,,,,,,,1312,3,1315,0.57,230137
West Bengal,BAGHMUNDI,240,SUMAN KUMAR SINGHA,Independent,22,40,65,92,110,138,168,196,216,238,292,338,414,463,486,514,542,570,608,636,668,690,,,,,,,690,1,691,0.3,230137
West Bengal,BAGHMUNDI,240,NOTA,None of the Above,98,162,248,346,437,549,637,729,824,896,1039,1205,1431,1607,1706,1802,1887,2005,2115,2214,2317,2428,,,,,,,2428,9,2437,1.06,230137
West Bengal,BAGNAN,180,ARUNAVA SEN,All India Trinamool Congress,4382,9491,15675,21750,26676,32505,37371,42388,46714,52827,58035,63295,69476,76529,81274,85355,90840,97041,104015,104458,,,,,,,,,104458,602,105060,48.1,218406
West Bengal,BAGNAN,180,PRAMANSHU RANA,Bharatiya Janata Party,4675,9152,14292,18364,24216,28144,34266,38237,43643,48800,54164,59071,64966,69017,74108,79798,85630,88973,92438,93039,,,,,,,,,93039,705,93744,42.92,218406
West Bengal,BAGNAN,180,BHASKAR ROY,Communist Party of India (Marxist),1005,1951,2996,4319,4925,6007,6499,7155,7378,7860,8524,9188,9811,10385,10855,11350,12193,13063,13783,13797,,,,,,,,,13797,124,13921,6.37,218406
West Bengal,BAGNAN,180,SK HAFIZUR RAHAMAN,Indian National Congress,83,252,396,521,611,663,717,776,811,859,906,940,988,1042,1068,1110,1198,1299,1397,1401,,,,,,,,,1401,7,1408,0.64,218406
West Bengal,BAGNAN,180,BISWANATH BERA,Socialist Unity Centre Of India (COMMUNIST),13,18,22,31,36,46,63,74,87,102,142,155,172,180,199,214,222,231,241,241,,,,,,,,,241,1,242,0.11,218406
