state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Assam,RAHA,61,UTPAL BANIA,Indian National Congress,4676,7228,11152,22131,25971,34965,42353,51650,53409,56103,59000,60574,62129,63816,65411,70642,73358,75644,78537,84167,89195,90260,90399,,,,,,,,,,,90399,367,90766,43.55,208408
Assam,RAHA,61,BARUN BIKASH DAS,Aam Aadmi Party,41,93,172,243,312,373,424,484,538,614,672,748,786,868,950,1027,1079,1305,1522,1594,1664,1706,1717,,,,,,,,,,,1717,12,1729,0.83,208408
Assam,RAHA,61,MUKUT DAS,All India United Democratic Front,76,139,256,709,803,1075,1337,1625,1666,1699,1724,1760,1788,1821,1876,1998,2113,2179,2242,2426,2566,2586,2586,,,,,,,,,,,2586,9,2595,1.25,208408
Assam,RAHA,61,SASHI KANTA DAS,Bharatiya Janata Party,3874,10522,16598,17437,22847,24362,27736,29993,36734,42141,48304,54692,59601,66487,74332,78708,84609,91081,97991,101819,106439,110240,110565,,,,,,,,,,,110565,795,111360,53.43,208408
Assam,RAHA,61,NOTA,None of the Above,58,145,250,300,361,399,462,543,651,774,907,1041,1134,1236,1336,1428,1506,1614,1734,1820,1890,1937,1940,,,,,,,,,,,1940,18,1958,0.94,208408
Assam,RAM KRISHNA NAGAR,126,ANUP KUMAR DAS TALUKDAR,All India United Democratic Front,39,90,182,249,339,400,470,517,618,685,731,763,832,923,976,1016,1091,1168,1213,1263,1268,1276,1280,1295,1300,,,,,,,,,1300,2,1302,0.69,189546
Assam,RAM KRISHNA NAGAR,126,BIJOY MALAKAR,Bharatiya Janata Party,7992,11344,15830,24780,30980,37481,43394,49285,56210,63554,72134,77901,85182,93950,100534,106647,113979,119650,127571,130488,131126,131874,132511,132795,133200,,,,,,,,,133200,813,134013,70.7,189546
Assam,RAM KRISHNA NAGAR,126,SURUCHI ROY,Indian National Congress,1090,7137,11271,13131,16126,18689,22013,24019,27224,28788,29482,31585,33558,35245,37439,38420,40500,44378,46035,49189,49224,49289,49291,49732,50106,,,,,,,,,50106,142,50248,26.51,189546
Assam,RAM KRISHNA NAGAR,126,SANCHITA SUKLA,Socialist Unity Centre Of India (COMMUNIST),15,59,108,135,183,221,241,260,305,327,334,353,379,414,443,466,483,510,545,571,571,571,571,577,577,,,,,,,,,577,3,580,0.31,189546
Assam,RAM KRISHNA NAGAR,126,UTTAM DAS,Independent,66,88,112,158,193,212,228,244,284,321,351,360,395,432,464,477,500,535,556,578,579,579,580,581,581,,,,,,,,,581,9,590,0.31,189546
Assam,RAM KRISHNA NAGAR,126,BIKASH LAL DHUBI,Independent,8,19,39,58,73,81,92,99,112,127,130,136,147,160,174,182,198,216,229,236,236,238,238,238,239,,,,,,,,,239,1,240,0.13,189546
Assam,RAM KRISHNA NAGAR,126,YOGESH DAS,Independent,4,12,26,35,49,58,72,75,91,107,109,115,130,140,145,153,171,181,188,195,195,196,196,196,196,,,,,,,,,196,3,199,0.1,189546
Assam,RAM KRISHNA NAGAR,126,SASHANKA SEKHAR DAS,Independent,13,36,61,85,114,152,171,186,215,241,281,297,323,352,373,385,412,432,443,468,469,471,472,474,478,,,,,,,,,478,2,480,0.25,189546
Assam,RAM KRISHNA NAGAR,126,SOURAV ROY,Independent,24,40,77,117,149,180,207,227,262,295,318,339,400,459,496,516,562,589,606,632,634,637,640,647,647,,,,,,,,,647,0,647,0.34,189546
Assam,RAM KRISHNA NAGAR,126,NOTA,None of the Above,47,87,151,252,304,367,403,434,499,574,636,671,761,847,909,986,1052,1122,1182,1219,1220,1224,1227,1235,1236,,,,,,,,,1236,11,1247,0.66,189546
Assam,RANGAPARA,68,KARTIK CHANDRA KURMI,Indian National Congress,1713,3536,5199,6461,7998,10275,11406,13403,19730,22042,23551,25154,26682,29500,34774,37173,37265,37568,,,,,,,,,,,,,,,,37568,139,37707,26.22,143822
Assam,RANGAPARA,68,KRISHNA KAMAL TANTI,Bharatiya Janata Party,5455,11574,16684,21838,28932,35420,41391,47368,51723,56419,60768,66540,71856,75713,78888,79583,79956,80541,,,,,,,,,,,,,,,,80541,481,81022,56.33,143822
Assam,RANGAPARA,68,MAHENDRA ORANG,Voters Party International,134,236,365,482,535,620,703,765,832,936,1029,1150,1226,1328,1417,1445,1460,1463,,,,,,,,,,,,,,,,1463,9,1472,1.02,143822
Assam,RANGAPARA,68,MATHEW TOPNO,Jharkhand Mukti Morcha,945,2462,4810,7114,7259,7911,8642,9508,9843,11276,13086,14890,16652,18484,19682,19802,20032,20040,,,,,,,,,,,,,,,,20040,27,20067,13.95,143822
Assam,RANGAPARA,68,GIRINDRA KUMAR BHUYAN,Independent,155,404,500,627,703,812,875,974,1024,1098,1183,1320,1472,1568,1652,1666,1673,1692,,,,,,,,,,,,,,,,1692,9,1701,1.18,143822
Assam,RANGAPARA,68,NOTA,None of the Above,103,253,375,525,670,803,905,1000,1099,1223,1334,1495,1601,1705,1807,1814,1823,1839,,,,,,,,,,,,,,,,1839,14,1853,1.29,143822
Assam,RANGIA,31,PRANJIT CHOUDHURY,Indian National Congress,5446,8980,13492,16218,22662,26504,31437,33768,39375,43802,48339,50929,54486,57221,60943,64463,68753,71947,73410,73592,,,,,,,,,,,,,,73592,308,73900,39.87,185368
Assam,RANGIA,31,BHABESH KALITA,Bharatiya Janata Party,6692,13098,18478,24828,28013,33417,38905,44888,48998,54005,59091,64799,70249,76427,83470,89080,94361,100629,106778,107118,,,,,,,,,,,,,,107118,811,107929,58.22,185368
Assam,RANGIA,31,NOTA,None of the Above,235,498,715,952,1059,1256,1476,1657,1795,1899,2034,2205,2400,2596,2750,2887,3015,3246,3497,3507,,,,,,,,,,,,,,3507,32,3539,1.91,185368
Assam,RONGKHANG,111,AUGUSTINE ENGHEE,Indian National Congress,1384,3386,4642,5982,7609,9006,10424,11881,13807,15908,17473,18801,19974,21233,22546,22627,22649,22867,,,,,,,,,,,,,,,,22867,138,23005,20.93,109939
Assam,RONGKHANG,111,TULIRAM RONGHANG,Bharatiya Janata Party,5896,10715,15601,21045,27290,32612,37564,42090,47378,52057,57099,62538,68789,75663,81216,81679,81995,82634,,,,,,,,,,,,,,,,82634,614,83248,75.72,109939
Assam,RONGKHANG,111,PRATIMA ENGHEEPI,Communist Party of India (Marxist-Leninist) (Liberation),62,115,168,267,334,394,443,489,563,693,778,885,971,1072,1192,1196,1200,1218,,,,,,,,,,,,,,,,1218,9,1227,1.12,109939
Assam,RONGKHANG,111,WILSON TERANG,Independent,72,170,244,323,398,527,611,692,769,891,944,1005,1074,1146,1219,1227,1227,1233,,,,,,,,,,,,,,,,1233,6,1239,1.13,109939
Assam,RONGKHANG,111,NOTA,None of the Above,73,131,177,228,273,322,364,415,538,653,755,860,957,1077,1188,1188,1191,1201,,,,,,,,,,,,,,,,1201,19,1220,1.11,109939
Assam,RONGONADI,74,RISHIRAJ HAZARIKA,Bharatiya Janata Party,6488,10153,16036,22250,28884,34636,39446,43784,47976,53489,59612,67244,73292,75164,76960,81376,82105,,,,,,,,,,,,,,,,,82105,388,82493,51.29,160849
Assam,RONGONADI,74,JAYANTA KHAUND,Indian National Congress,1122,6739,9329,11492,13143,15592,19314,23513,28288,32091,35318,38457,41333,49709,58503,61917,62644,,,,,,,,,,,,,,,,,62644,197,62841,39.07,160849
Assam,RONGONADI,74,TIKENDRA THAPA,Aam Aadmi Party,20,58,103,138,177,207,231,271,311,345,366,411,451,500,562,587,587,,,,,,,,,,,,,,,,,587,2,589,0.37,160849
Assam,RONGONADI,74,JAKIR HUSSAIN,Rashtriya Ulama Council,12,25,35,54,69,81,98,119,133,138,153,166,177,216,242,246,246,,,,,,,,,,,,,,,,,246,0,246,0.15,160849
Assam,RONGONADI,74,PAWAN SAUTAL,Jharkhand Mukti Morcha,834,1557,2172,3972,5891,7376,8597,9865,10154,10257,10645,10888,11763,11779,11796,11823,11825,,,,,,,,,,,,,,,,,11825,7,11832,7.36,160849
Assam,RONGONADI,74,HEMKANTA MIRI,Socialist Unity Centre Of India (COMMUNIST),19,34,45,80,118,148,170,192,203,212,220,240,266,281,292,300,302,,,,,,,,,,,,,,,,,302,3,305,0.19,160849
Assam,RONGONADI,74,ABDUL GOFFUR,Independent,15,31,43,68,92,104,125,146,154,165,181,192,206,218,257,264,268,,,,,,,,,,,,,,,,,268,0,268,0.17,160849
Assam,RONGONADI,74,KAMAL BARLA,Independent,19,37,103,184,292,369,426,479,494,507,536,546,560,573,589,596,597,,,,,,,,,,,,,,,,,597,2,599,0.37,160849
Assam,RONGONADI,74,SWAPAN PUDDAR,Independent,24,48,66,101,132,155,188,220,245,258,297,320,340,360,388,411,414,,,,,,,,,,,,,,,,,414,1,415,0.26,160849
Assam,RONGONADI,74,NOTA,None of the Above,109,175,249,349,471,552,651,746,806,867,942,1038,1097,1135,1179,1240,1255,,,,,,,,,,,,,,,,,1255,6,1261,0.78,160849
Assam,RUPAHIHAT,56,AMINUL ISLAM,All India United Democratic Front,3615,9105,13160,17723,23301,27475,30263,35168,38438,41408,43496,44728,46500,49753,54092,56134,58774,62013,64995,65269,65530,65636,,,,,,,,,,,,65636,280,65916,29.86,220747
Assam,RUPAHIHAT,56,JAKIR HUSSAIN FARAJI,Asom Gana Parishad,275,465,823,1718,2192,2377,2707,3031,3612,3911,4439,7238,8545,8964,9490,11636,13180,14000,14717,14738,14763,14801,,,,,,,,,,,,14801,145,14946,6.77,220747
Assam,RUPAHIHAT,56,NURUL HUDA,Indian National Congress,8181,13649,20741,27626,34587,40366,49975,56193,63783,71475,79531,86607,94701,101668,108754,114086,120921,129211,133275,133643,134161,135005,,,,,,,,,,,,135005,677,135682,61.46,220747
Assam,RUPAHIHAT,56,AKIBUR RAHMAN,Independent,62,103,163,227,295,336,404,460,517,570,630,685,733,795,838,894,944,1008,1063,1066,1070,1078,,,,,,,,,,,,1078,9,1087,0.49,220747
Assam,RUPAHIHAT,56,ANARUL HOQUE,Independent,21,38,50,67,92,115,171,202,219,237,259,298,316,344,365,393,417,433,451,453,455,455,,,,,,,,,,,,455,4,459,0.21,220747
Assam,RUPAHIHAT,56,WAKIBUR ISLAM,Independent,29,48,71,97,148,161,195,222,238,245,266,291,304,333,351,367,380,397,408,409,411,411,,,,,,,,,,,,411,5,416,0.19,220747
Assam,RUPAHIHAT,56,MAINUL ISLAM,Independent,29,47,70,104,143,172,202,231,249,264,292,322,350,376,413,436,455,473,485,486,490,495,,,,,,,,,,,,495,1,496,0.22,220747
Assam,RUPAHIHAT,56,HABIBUR RAHMAN,Independent,33,54,70,112,150,181,210,272,300,333,367,394,419,439,474,511,530,548,574,574,576,580,,,,,,,,,,,,580,5,585,0.27,220747
Assam,RUPAHIHAT,56,NOTA,None of the Above,59,119,178,251,297,358,411,470,540,587,644,711,742,818,881,964,1018,1074,1137,1141,1146,1152,,,,,,,,,,,,1152,8,1160,0.53,220747
Assam,SADIYA,81,BOLIN CHETIA,Bharatiya Janata Party,4824,10830,15168,19460,24250,29175,33877,40150,45340,49723,54062,58956,63900,69663,74902,80854,85430,89932,94878,95500,95972,96388,96720,,,,,,,,,,,96720,367,97087,60.74,159830
Assam,SADIYA,81,JAGADISH BHUYAN,Assam Jatiya Parishad,2396,5071,7416,11404,15998,18789,21653,23514,25964,27785,30575,33655,35555,38433,40895,44176,47863,50301,53892,54474,54788,54854,55064,,,,,,,,,,,55064,274,55338,34.62,159830
Assam,SADIYA,81,ABRAHAM TIRKEY,Independent,87,214,292,358,463,537,617,697,755,819,904,1197,1444,1565,1656,1734,1789,1884,1956,1977,1981,1990,2001,,,,,,,,,,,2001,5,2006,1.26,159830
Assam,SADIYA,81,DILIP BURA GOHAIN,Independent,67,150,208,259,357,444,516,555,604,642,713,820,925,1003,1092,1152,1206,1245,1305,1316,1320,1328,1339,,,,,,,,,,,1339,5,1344,0.84,159830
Assam,SADIYA,81,LALIT DEORI,Independent,76,191,262,345,408,471,532,581,626,668,732,848,986,1080,1152,1207,1245,1305,1365,1383,1388,1399,1404,,,,,,,,,,,1404,6,1410,0.88,159830
Assam,SADIYA,81,NOTA,None of the Above,99,279,399,488,608,715,826,948,1045,1121,1251,1483,1795,1988,2146,2254,2356,2464,2578,2600,2605,2622,2632,,,,,,,,,,,2632,13,2645,1.65,159830
Assam,SAMAGURI,58,ANIL SAIKIA,Bharatiya Janata Party,4816,7726,8545,9944,11002,12666,13420,16717,18392,20147,23048,25378,28004,29346,31954,33135,33957,35347,36238,36450,36604,,,,,,,,,,,,,36604,298,36902,17.3,213275
Assam,SAMAGURI,58,ABDUL AZIZ,All India United Democratic Front,2321,5213,6622,7959,9033,9504,10163,10762,11826,13116,14042,15697,16899,18646,19794,21759,23876,26310,27543,27699,27729,,,,,,,,,,,,,27729,175,27904,13.08,213275
Assam,SAMAGURI,58,TANZIL HUSSAIN,Indian National Congress,4273,11864,21236,30976,39283,47027,56679,63209,72682,79446,86239,93691,102035,109825,117874,124224,132453,139343,143526,144262,144628,,,,,,,,,,,,,144628,584,145212,68.09,213275
Assam,SAMAGURI,58,AYUB KHAN,Independent,51,113,197,265,326,380,436,473,549,593,633,683,745,790,845,905,968,1018,1055,1058,1058,,,,,,,,,,,,,1058,5,1063,0.5,213275
Assam,SAMAGURI,58,SALIM AHMED,Independent,11,31,46,67,80,93,116,130,152,161,180,192,213,235,250,265,284,302,308,310,310,,,,,,,,,,,,,310,2,312,0.15,213275
Assam,SAMAGURI,58,SABINA EACHAMIN,Independent,20,50,67,100,117,153,190,215,240,252,275,299,321,352,381,407,429,451,464,468,470,,,,,,,,,,,,,470,2,472,0.22,213275
Assam,SAMAGURI,58,PRABHAT CHANDRA RAY,Independent,19,38,60,87,110,125,155,172,201,216,242,268,289,307,329,351,372,399,409,412,413,,,,,,,,,,,,,413,2,415,0.19,213275
Assam,SAMAGURI,58,NOTA,None of the Above,57,128,186,241,309,355,391,482,539,568,605,651,707,759,815,863,915,967,981,987,988,,,,,,,,,,,,,988,7,995,0.47,213275
Assam,SARUPATHAR,107,BISWAJIT PHUKAN,Bharatiya Janata Party,4613,10584,16809,22815,28079,32619,38121,43345,49117,54950,63389,70027,78247,85309,93661,95277,95736,,,,,,,,,,,,,,,,,95736,605,96341,63.87,150840
Assam,SARUPATHAR,107,JIBAN CHUTIA,Assam Jatiya Parishad,3863,5982,8030,10030,12867,15489,19104,22081,26054,29200,30909,32433,34351,36798,39528,39869,40042,,,,,,,,,,,,,,,,,40042,219,40261,26.69,150840
Assam,SARUPATHAR,107,SAHIL MUNDA,Jharkhand Mukti Morcha,354,590,1045,1366,1752,2471,3187,3591,4180,5053,6214,8556,9933,10550,11724,11814,11825,,,,,,,,,,,,,,,,,11825,27,11852,7.86,150840
Assam,SARUPATHAR,107,NOTA,None of the Above,129,303,443,597,741,866,975,1091,1256,1373,1558,1791,1945,2103,2313,2355,2370,,,,,,,,,,,,,,,,,2370,16,2386,1.58,150840
Assam,SIBSAGAR,96,KUSHAL DOWARI,Bharatiya Janata Party,5171,8478,12149,15858,19394,21901,24344,26899,29670,33438,36646,39967,44804,49034,52534,55756,59334,62508,65572,68332,68520,68713,,,,,,,,,,,,68713,536,69249,39.52,175209
Assam,SIBSAGAR,96,TAPAN GOGOI,Aam Aadmi Party,47,61,85,107,132,178,218,241,264,289,319,341,369,421,538,568,603,625,671,702,704,706,,,,,,,,,,,,706,15,721,0.41,175209
Assam,SIBSAGAR,96,PRODIP HAZARIKA,Asom Gana Parishad,443,896,1237,1700,2651,3766,5167,6138,7505,8482,9061,9325,9897,10325,10668,11071,11804,12909,13782,14444,14501,14522,,,,,,,,,,,,14522,235,14757,8.42,175209
Assam,SIBSAGAR,96,AKHIL GOGOI,Raijor Dal,3262,6944,11821,16268,20327,24590,29385,33736,37943,41538,47367,52473,54953,59007,63991,68435,72080,76033,80418,84946,85338,85526,,,,,,,,,,,,85526,995,86521,49.38,175209
Assam,SIBSAGAR,96,BHABENDRA NATH MOHAN,Independent,43,86,136,189,220,243,269,299,323,354,389,418,475,578,637,660,687,719,742,782,790,790,,,,,,,,,,,,790,14,804,0.46,175209
Assam,SIBSAGAR,96,RAJKUMAR DUWARA,Independent,23,41,66,87,102,132,155,184,217,235,265,290,310,331,349,366,397,424,473,501,503,503,,,,,,,,,,,,503,3,506,0.29,175209
Assam,SIBSAGAR,96,RUPAK BHUYAN,Independent,21,40,69,94,113,135,168,187,220,253,269,288,332,383,401,418,453,486,500,525,525,526,,,,,,,,,,,,526,3,529,0.3,175209
Assam,SIBSAGAR,96,HEMANTA BORUAH,Independent,28,51,75,92,115,131,148,167,185,211,228,239,260,275,290,308,338,357,377,394,395,397,,,,,,,,,,,,397,6,403,0.23,175209
Assam,SIBSAGAR,96,NOTA,None of the Above,72,124,187,272,317,384,461,540,630,714,823,917,1069,1183,1255,1331,1427,1513,1593,1669,1671,1673,,,,,,,,,,,,1673,46,1719,0.98,175209
Assam,SIDLI CHIRANG,19,PANIRAM BRAHMA,Bodoland Peoples Front,5847,9367,14238,18208,21823,27271,32178,36854,41369,46707,51221,54432,58743,63508,70283,77977,83377,88159,92772,97770,99767,100235,,,,,,,,,,,,100235,1040,101275,53.58,189023
Assam,SIDLI CHIRANG,19,MATILAL NARZARY,Indian National Congress,343,527,714,857,1076,1725,2203,2779,4380,6245,7125,7766,9126,9758,10658,11335,12043,12931,16938,17577,18892,18917,,,,,,,,,,,,18917,58,18975,10.04,189023
Assam,SIDLI CHIRANG,19,RANJIT BASUMATARY,"United People's Party, Liberal",2977,6065,10370,14512,18059,22086,26032,28996,31919,35379,38426,41525,44500,47135,49250,50393,52836,56088,57889,60313,62063,62243,,,,,,,,,,,,62243,431,62674,33.16,189023
Assam,SIDLI CHIRANG,19,BANIMA BRAHMA,Voters Party International,126,182,339,426,500,622,780,929,1000,1079,1209,1394,1615,1780,1933,2087,2260,2420,2493,2608,2661,2676,,,,,,,,,,,,2676,21,2697,1.43,189023
Assam,SIDLI CHIRANG,19,NOTA,None of the Above,174,257,426,576,688,831,1032,1211,1335,1467,1619,1784,1965,2210,2455,2628,2808,2975,3103,3291,3365,3375,,,,,,,,,,,,3375,27,3402,1.8,189023
Assam,SILCHAR,118,ABHIJIT PAUL,Indian National Congress,5079,12705,16960,18273,19330,20703,22057,23612,26457,34048,36376,37579,38879,42173,46024,48983,50300,54319,56199,56270,56313,56454,,,,,,,,,,,,56454,307,56761,32.85,172808
Assam,SILCHAR,118,DR. RAJDEEP ROY,Bharatiya Janata Party,4236,6812,12473,20353,27655,33582,40705,48133,53504,54753,61133,69828,77076,81696,86504,94049,101049,107019,108190,108663,109060,109698,,,,,,,,,,,,109698,1060,110758,64.09,172808
Assam,SILCHAR,118,BHABOTOSH CHAKRABORTY,Socialist Unity Centre Of India (COMMUNIST),17,38,93,153,205,233,285,320,343,375,408,444,476,507,544,594,649,685,690,693,694,699,,,,,,,,,,,,699,8,707,0.41,172808
Assam,SILCHAR,118,GAUTAM DAS,Independent,5,14,27,52,66,78,91,106,113,134,149,162,182,200,224,239,251,268,269,270,270,271,,,,,,,,,,,,271,4,275,0.16,172808
Assam,SILCHAR,118,PAPLU NATH,Independent,15,27,44,64,76,82,92,103,111,131,152,163,175,186,205,216,229,245,252,253,254,255,,,,,,,,,,,,255,2,257,0.15,172808
Assam,SILCHAR,118,RANU DAS,Independent,17,45,70,89,105,118,142,149,170,199,225,238,258,274,300,323,347,361,363,364,364,364,,,,,,,,,,,,364,3,367,0.21,172808
Assam,SILCHAR,118,SUBRATA KR. CHANDA,Independent,22,51,80,125,153,174,195,233,269,297,326,370,424,470,527,596,633,664,669,671,675,679,,,,,,,,,,,,679,2,681,0.39,172808
Assam,SILCHAR,118,NOTA,None of the Above,67,139,256,471,632,908,1119,1333,1501,1597,1793,1994,2252,2405,2545,2669,2804,2887,2919,2942,2953,2957,,,,,,,,,,,,2957,45,3002,1.74,172808
Assam,SIPAJHAR,49,PARAMANANDA RAJBONGSHI,Bharatiya Janata Party,5784,11207,16060,20509,26456,32264,38077,43574,48148,51668,54859,60064,63886,67627,73306,79287,85396,87858,94530,97790,98350,98917,,,,,,,,,,,,98917,803,99720,55.83,178622
Assam,SIPAJHAR,49,BINANDA KUMAR SAIKIA,Indian National Congress,1836,5528,9175,12521,15567,17755,20013,22781,25559,29959,34468,36921,42078,46428,49175,50678,53348,59822,63120,67422,73933,74105,,,,,,,,,,,,74105,370,74475,41.69,178622
Assam,SIPAJHAR,49,MUN KUMAR DEKA,Socialist Unity Centre Of India (COMMUNIST),63,129,166,220,297,355,413,468,511,560,601,646,698,745,778,803,849,893,948,1005,1071,1075,,,,,,,,,,,,1075,10,1085,0.61,178622
Assam,SIPAJHAR,49,HARJYOTI BUDDHA,Independent,33,102,221,286,336,368,392,434,467,504,541,580,631,673,701,735,783,831,872,918,933,936,,,,,,,,,,,,936,10,946,0.53,178622
Assam,SIPAJHAR,49,NOTA,None of the Above,147,294,401,517,663,773,891,995,1094,1170,1238,1379,1487,1621,1780,1903,2056,2120,2217,2310,2350,2356,,,,,,,,,,,,2356,40,2396,1.34,178622
Assam,SISSIBARGAON,79,JIBAN GOGOI,Bharatiya Janata Party,3551,7807,12206,18034,20564,23410,29630,32597,35348,38592,42588,48157,53520,59206,66372,72052,74918,75042,75287,,,,,,,,,,,,,,,75287,471,75758,52.07,145491
Assam,SISSIBARGAON,79,DULAL CHANDRA BORUAH,Raijor Dal,1817,4594,7341,9726,12552,16233,18335,19674,21731,24823,28491,29932,31286,33129,33448,34103,34457,34524,34861,,,,,,,,,,,,,,,34861,304,35165,24.17,145491
Assam,SISSIBARGAON,79,NANDIGIRI BHUYAN,Independent,900,1508,3166,4080,5071,5949,6929,10759,14167,15229,17132,19522,21135,22806,24398,25964,26423,26550,26700,,,,,,,,,,,,,,,26700,190,26890,18.48,145491
Assam,SISSIBARGAON,79,PRANJAL BORAH,Independent,61,144,267,391,456,534,734,904,1011,1085,1206,1465,1738,2093,2248,2391,2429,2460,2495,,,,,,,,,,,,,,,2495,17,2512,1.73,145491
Assam,SISSIBARGAON,79,RANJIT KUMAR ROY,Independent,53,101,180,248,324,400,497,650,885,961,1076,1229,1473,1604,1826,2106,2188,2195,2205,,,,,,,,,,,,,,,2205,4,2209,1.52,145491
Assam,SISSIBARGAON,79,LANKESWAR DAS,Independent,45,78,140,179,241,295,351,463,558,612,693,780,866,974,1052,1130,1163,1164,1176,,,,,,,,,,,,,,,1176,8,1184,0.81,145491
Assam,SISSIBARGAON,79,HAREN CHANGMAI,Independent,60,115,163,206,235,277,323,355,384,418,453,489,535,591,640,702,722,722,728,,,,,,,,,,,,,,,728,7,735,0.51,145491
Assam,SISSIBARGAON,79,NOTA,None of the Above,46,98,168,225,263,320,385,424,467,517,579,673,762,860,933,991,1020,1020,1028,,,,,,,,,,,,,,,1028,10,1038,0.71,145491
Assam,SONAI,119,AMINUL HAQUE LASKAR,Indian National Congress,6251,11859,17086,21834,27454,32752,37911,42111,46892,51471,56258,61604,66043,70829,76226,81836,87123,89322,89645,,,,,,,,,,,,,,,89645,312,89957,56.05,160491
Assam,SONAI,119,KARIM UDDIN BARBHUIYA,Asom Gana Parishad,3172,6743,9353,13213,16137,19624,23600,27371,30752,35077,38629,42150,45701,50237,54467,57912,60860,62252,62396,,,,,,,,,,,,,,,62396,391,62787,39.12,160491
Assam,SONAI,119,MINAR HUSSAIN MAZARBHUIYA,All India United Democratic Front,86,161,225,322,424,484,533,580,628,671,759,829,881,936,1020,1087,1136,1166,1167,,,,,,,,,,,,,,,1167,11,1178,0.73,160491
Assam,SONAI,119,ANJAN KUMAR CHANDA,Socialist Unity Centre Of India (COMMUNIST),12,24,30,43,50,60,71,81,99,110,122,136,145,159,178,191,217,222,222,,,,,,,,,,,,,,,222,17,239,0.15,160491
Assam,SONAI,119,ABDUL MATLIB LASKAR,Vikas India Party,14,18,22,31,39,44,49,58,64,72,86,90,95,106,118,127,133,148,148,,,,,,,,,,,,,,,148,0,148,0.09,160491
Assam,SONAI,119,SHAHAJAHAN LASKAR,All India Trinamool Congress,67,139,183,250,280,370,457,851,1376,1468,1566,1689,1751,1935,2017,2113,2212,2269,2272,,,,,,,,,,,,,,,2272,8,2280,1.42,160491
Assam,SONAI,119,ALAM HUSSAIN LASKAR,Independent,22,48,59,86,103,122,210,243,259,283,309,330,352,404,432,478,509,523,524,,,,,,,,,,,,,,,524,5,529,0.33,160491
Assam,SONAI,119,M M MUZAHIDUL ISLAM MAZUMDER,Independent,14,25,29,42,53,66,78,90,102,117,135,150,159,173,190,197,210,219,221,,,,,,,,,,,,,,,221,0,221,0.14,160491
Assam,SONAI,119,JAINUL HOQUE MAZUMDER,Independent,26,37,43,57,69,74,87,101,117,133,143,160,171,188,212,237,246,256,256,,,,,,,,,,,,,,,256,0,256,0.16,160491
Assam,SONAI,119,NAZRUL ISLAM LASKAR,Independent,27,52,56,77,89,99,117,136,150,172,199,218,244,263,291,307,327,334,334,,,,,,,,,,,,,,,334,5,339,0.21,160491
Assam,SONAI,119,POTON LAL RABIDAS,Independent,24,44,68,82,94,104,125,143,160,177,198,217,237,252,278,290,302,309,309,,,,,,,,,,,,,,,309,10,319,0.2,160491
Assam,SONAI,119,HASSAN AHMED BARBHUIYA,Independent,33,80,102,140,159,192,233,300,339,393,419,467,505,536,580,621,658,673,675,,,,,,,,,,,,,,,675,1,676,0.42,160491
Assam,SONAI,119,NOTA,None of the Above,111,219,295,373,440,497,591,691,764,859,934,1041,1126,1242,1327,1418,1484,1526,1534,,,,,,,,,,,,,,,1534,28,1562,0.97,160491
Assam,SONARI,93,UTPAL GOGOI,Indian National Congress,2723,5056,7769,10511,12655,15416,17551,19539,21807,25121,28107,30324,32367,35259,37372,39822,41856,43639,45745,48389,50314,50362,,,,,,,,,,,,50362,337,50699,35.27,143747
Assam,SONARI,93,DHORMESWAR KONWAR,Bharatiya Janata Party,3069,7155,11088,14358,17688,21233,24549,27153,29997,33589,36942,41112,44096,47370,51695,55672,60059,64777,68574,71862,74141,74466,,,,,,,,,,,,74466,367,74833,52.06,143747
Assam,SONARI,93,BALDEV TELI,Jharkhand Mukti Morcha,92,471,1329,2262,3432,4165,5048,6541,8221,8615,8747,9236,9674,9946,10041,10598,11576,12231,12918,13388,14403,14563,,,,,,,,,,,,14563,16,14579,10.14,143747
Assam,SONARI,93,RAJU KARUWA,Independent,57,130,228,299,376,444,500,581,660,747,815,870,905,950,988,1060,1177,1258,1350,1425,1503,1510,,,,,,,,,,,,1510,0,1510,1.05,143747
Assam,SONARI,93,NOTA,None of the Above,58,164,297,392,507,605,690,788,888,991,1066,1162,1218,1306,1366,1481,1648,1774,1906,2010,2109,2114,,,,,,,,,,,,2114,12,2126,1.48,143747
Assam,SRIJANGRAM,17,SHAHIDUL HOQUE,Asom Gana Parishad,537,2315,3418,4131,4834,5375,6126,7055,8710,9910,10981,11271,12390,14859,17430,19319,21708,22903,23845,26385,26443,26478,,,,,,,,,,,,26478,193,26671,11.86,224808
Assam,SRIJANGRAM,17,MD. NURUL ISLAM,Indian National Congress,6068,12210,18869,26777,33994,41837,47388,53801,59454,63832,68356,73003,78019,81930,85731,89583,93744,96672,99984,105200,105523,106254,,,,,,,,,,,,106254,462,106716,47.47,224808
Assam,SRIJANGRAM,17,REJAUL KARIM SARKAR,All India United Democratic Front,3834,5801,9489,12857,16093,19941,23859,28012,33094,37873,43314,49039,54239,59024,63876,69063,74019,79621,85035,87689,87871,88093,,,,,,,,,,,,88093,318,88411,39.33,224808
