state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Kerala,IDUKKI,91,SHIJO ANTONY,Bahujan Samaj Party,77,123,220,300,385,429,494,559,605,661,714,789,845,900,954,962,964,,,,,,,,,,964,13,977,0.76,128447
Kerala,IDUKKI,91,ROY K PAULOSE,Indian National Congress,4212,8203,12912,17876,23544,28819,33402,38116,43137,47485,51435,55640,60122,65053,68913,69178,69476,,,,,,,,,,69476,1086,70562,54.93,128447
Kerala,IDUKKI,91,ROSHY AUGUSTINE,Kerala Congress (M),3015,5730,8849,11907,14882,18052,20995,23835,27523,30314,33088,36184,39518,43229,45637,45855,46048,,,,,,,,,,46048,692,46740,36.39,128447
Kerala,IDUKKI,91,ADV. PRATHEESH PRABHA,Bharath Dharma Jana Sena,684,1241,2093,2719,3322,3842,4255,4606,5394,6197,6708,7313,7844,8680,9209,9277,9307,,,,,,,,,,9307,103,9410,7.33,128447
Kerala,IDUKKI,91,NOTA,None of the Above,40,86,135,177,234,295,334,383,436,500,541,588,626,680,742,744,747,,,,,,,,,,747,11,758,0.59,128447
Kerala,IRIKKUR,9,P V JOSEPH PARIKKAPPALLIL,Aam Aadmi Party,64,132,181,231,311,359,408,476,539,624,706,782,831,918,1057,1122,1129,,,,,,,,,,1129,22,1151,0.76,151645
Kerala,IRIKKUR,9,ADV. MATHEW KUNNAPPALLY,Kerala Congress (M),3373,6499,8946,11685,14337,17306,22078,25497,29217,32603,35192,37235,39815,42753,46462,47112,47255,,,,,,,,,,47255,1214,48469,31.96,151645
Kerala,IRIKKUR,9,ADV. SAJEEV JOSEPH,Indian National Congress,5766,11684,17067,22067,27562,33991,39233,45088,50788,56030,61108,66092,74879,80237,86712,88550,88870,,,,,,,,,,88870,2025,90895,59.94,151645
Kerala,IRIKKUR,9,M J MATHEW,Social Democratic Party Of India,19,35,46,62,74,98,119,136,170,187,201,212,310,337,390,397,398,,,,,,,,,,398,19,417,0.27,151645
Kerala,IRIKKUR,9,SREENATH PADMANABHAN,Twenty 20 Party,490,1401,2082,3177,3711,4312,4754,5447,6005,6891,7386,7766,8197,8673,9293,9405,9445,,,,,,,,,,9445,172,9617,6.34,151645
Kerala,IRIKKUR,9,AMAL K T,Independent,13,31,45,66,81,106,124,142,156,182,202,219,246,261,282,284,286,,,,,,,,,,286,13,299,0.2,151645
Kerala,IRIKKUR,9,NOTA,None of the Above,136,199,243,294,325,371,421,453,495,541,580,619,658,690,746,760,765,,,,,,,,,,765,32,797,0.53,151645
Kerala,IRINJALAKUDA,70,THANKAMANY THARAYIL,Bahujan Samaj Party,59,122,180,246,305,355,418,463,507,562,607,659,714,761,827,898,,,,,,,,,,,898,23,921,0.6,152241
Kerala,IRINJALAKUDA,70,ADV. THOMAS UNNIYADAN,Kerala Congress,4815,8441,12334,16713,20663,24401,27409,31766,36637,39368,43096,47117,51012,55637,60725,65090,,,,,,,,,,,65090,1192,66282,43.54,152241
Kerala,IRINJALAKUDA,70,DR.R.BINDU,Communist Party of India (Marxist),3770,8109,11711,15516,19496,22727,26753,29035,31675,35519,39081,42774,45837,48738,51832,55049,,,,,,,,,,,55049,1021,56070,36.83,152241
Kerala,IRINJALAKUDA,70,DR. SHAJU KAVUNGAL,Aam Aadmi Party,42,73,111,155,200,237,263,326,377,393,424,454,485,513,552,567,,,,,,,,,,,567,12,579,0.38,152241
Kerala,IRINJALAKUDA,70,SANTHOSH CHERAKULAM,Bharatiya Janata Party,1469,3353,5498,7580,9557,11160,12469,14290,15341,17598,19395,21394,22952,24009,25260,26777,,,,,,,,,,,26777,390,27167,17.84,152241
Kerala,IRINJALAKUDA,70,DR. ANISH,Independent,18,28,58,82,92,107,117,140,157,174,197,211,219,226,243,252,,,,,,,,,,,252,7,259,0.17,152241
Kerala,IRINJALAKUDA,70,AYYAPPAN MANAKKAL,Independent,5,12,20,29,33,36,41,46,50,61,64,67,77,83,89,98,,,,,,,,,,,98,2,100,0.07,152241
Kerala,IRINJALAKUDA,70,NOTA,None of the Above,53,100,159,225,286,327,364,429,476,515,557,635,681,730,801,850,,,,,,,,,,,850,13,863,0.57,152241
Kerala,KADUTHURUTHY,94,JIJITH K JOY,Bahujan Samaj Party,111,247,306,392,526,630,735,819,877,969,1042,1093,1190,1263,1309,,,,,,,,,,,,1309,15,1324,1.06,124752
Kerala,KADUTHURUTHY,94,DOMINIC SIMON,Aam Aadmi Party,27,61,125,181,214,257,319,387,443,467,500,526,552,591,614,,,,,,,,,,,,614,14,628,0.5,124752
Kerala,KADUTHURUTHY,94,NIRMALA JIMMY,Kerala Congress (M),3119,5643,7642,10353,13230,15795,18668,21443,23978,26292,28268,31349,33827,36304,38130,,,,,,,,,,,,38130,923,39053,31.3,124752
Kerala,KADUTHURUTHY,94,ADV.MONS JOSEPH,Kerala Congress,4750,9351,12840,17655,23187,28761,33779,38435,42734,47455,52083,56496,61197,65700,68497,,,,,,,,,,,,68497,1856,70353,56.39,124752
Kerala,KADUTHURUTHY,94,SURESH ETTIKUNNEL,Bharath Dharma Jana Sena,1178,2179,2855,3561,4450,5010,5647,6180,7167,7881,8359,9138,10080,11501,12059,,,,,,,,,,,,12059,169,12228,9.8,124752
Kerala,KADUTHURUTHY,94,INDU,Independent,10,21,28,39,51,60,71,78,94,96,105,111,121,128,130,,,,,,,,,,,,130,4,134,0.11,124752
Kerala,KADUTHURUTHY,94,M.M.SCARIA,Independent,5,13,22,30,42,49,57,61,74,88,115,121,125,130,133,,,,,,,,,,,,133,1,134,0.11,124752
Kerala,KADUTHURUTHY,94,NOTA,None of the Above,89,133,168,226,292,360,418,479,543,612,648,707,783,853,884,,,,,,,,,,,,884,14,898,0.72,124752
Kerala,KAIPAMANGALAM,69,JAYAN ERATT,Aam Aadmi Party,54,102,141,177,221,257,293,349,392,461,504,556,609,644,645,,,,,,,,,,,,645,8,653,0.46,142854
Kerala,KAIPAMANGALAM,69,T.M. NAZAR,Indian National Congress,4082,8054,12789,17201,21210,24847,29264,32142,35211,38785,41722,46336,51355,54491,54613,,,,,,,,,,,,54613,891,55504,38.85,142854
Kerala,KAIPAMANGALAM,69,K.K. VALSARAJ,Communist Party of India,4417,8691,12494,16385,21919,27506,32126,36292,41232,45660,49237,55461,60894,64269,64521,,,,,,,,,,,,64521,927,65448,45.81,142854
Kerala,KAIPAMANGALAM,69,ATHULLIAGHOSH VETTIYATTIL,Bharath Dharma Jana Sena,984,2319,3693,4838,6533,8054,9165,11170,12419,14047,16641,17667,18745,19305,19493,,,,,,,,,,,,19493,195,19688,13.78,142854
Kerala,KAIPAMANGALAM,69,MANOJ M.M.,Communist Party of India (Marxist-Leninist) Red Star,23,40,61,85,102,119,141,166,190,221,253,293,315,324,327,,,,,,,,,,,,327,8,335,0.23,142854
Kerala,KAIPAMANGALAM,69,A.M. MUHAMMED RIYAS,Social Democratic Party Of India,49,80,111,141,172,207,256,268,297,340,369,423,470,534,534,,,,,,,,,,,,534,2,536,0.38,142854
Kerala,KAIPAMANGALAM,69,NOTA,None of the Above,39,90,131,170,234,294,335,384,444,483,545,589,652,681,685,,,,,,,,,,,,685,5,690,0.48,142854
Kerala,KALAMASSERY,77,ADV. V E ABDUL GAFOOR,Indian Union Muslim League,5770,11394,16371,22205,28297,34064,39101,43885,49346,53987,59098,63632,67519,72929,77164,79661,,,,,,,,,,,79661,945,80606,49.35,163345
Kerala,KALAMASSERY,77,P RAJEEVE,Communist Party of India (Marxist),5010,8897,12863,17599,21746,26709,30789,34407,38623,43057,46977,50942,54577,57829,61118,63413,,,,,,,,,,,63413,881,64294,39.36,163345
Kerala,KALAMASSERY,77,SHAMSU T K,Aam Aadmi Party,26,42,73,103,158,183,219,253,282,324,372,410,438,478,511,544,,,,,,,,,,,544,9,553,0.34,163345
Kerala,KALAMASSERY,77,SIYAD V A,Bahujan Samaj Party,19,33,63,95,124,145,168,183,198,220,239,258,260,289,314,327,,,,,,,,,,,327,4,331,0.2,163345
Kerala,KALAMASSERY,77,AJMAL K MUJEEB,Social Democratic Party Of India,97,255,282,346,379,462,552,827,1271,1323,1335,1372,1428,1502,1545,1572,,,,,,,,,,,1572,6,1578,0.97,163345
Kerala,KALAMASSERY,77,BINU,Bharath Dharma Jana Sena,1102,2291,3031,3989,4554,5569,7181,8021,8861,10122,11012,11638,12068,12661,13473,13981,,,,,,,,,,,13981,149,14130,8.65,163345
Kerala,KALAMASSERY,77,A RAJEENA,Socialist Unity Centre Of India (COMMUNIST),23,40,56,78,101,123,143,154,166,190,216,231,246,267,289,299,,,,,,,,,,,299,2,301,0.18,163345
Kerala,KALAMASSERY,77,RAJEEV S/O VAREED,Independent,20,35,51,68,84,100,114,130,146,158,172,184,190,205,218,228,,,,,,,,,,,228,5,233,0.14,163345
Kerala,KALAMASSERY,77,NOTA,None of the Above,77,134,207,287,377,467,575,629,708,791,869,958,1017,1131,1240,1300,,,,,,,,,,,1300,19,1319,0.81,163345
Kerala,KALLIASSERI,7,ADV. RAJEEVAN KAPPACHERI,Indian National Congress,4255,8137,11881,15216,20883,27569,32197,36787,41133,44195,49338,57027,60510,62123,,,,,,,,,,,,,62123,872,62995,39.4,159867
Kerala,KALLIASSERI,7,M.VIJIN,Communist Party of India (Marxist),6307,13419,20971,27842,32259,35152,40754,46716,53143,59740,64642,67847,75690,79573,,,,,,,,,,,,,79573,1855,81428,50.93,159867
Kerala,KALLIASSERI,7,SANIL.A.V,Bharatiya Janata Party,930,2217,3251,4421,5266,5643,6107,7085,8044,9330,9928,10351,11832,12905,,,,,,,,,,,,,12905,205,13110,8.2,159867
Kerala,KALLIASSERI,7,K.K. ABDUL JABBAR,Social Democratic Party Of India,14,28,51,63,144,233,284,352,393,445,640,1080,1254,1273,,,,,,,,,,,,,1273,8,1281,0.8,159867
Kerala,KALLIASSERI,7,RAJEEVAN KANNOTH S/O KAMMARAN,Independent,13,25,40,53,65,76,90,97,105,113,117,126,139,155,,,,,,,,,,,,,155,5,160,0.1,159867
Kerala,KALLIASSERI,7,NOTA,None of the Above,64,138,235,296,357,388,430,504,550,619,657,694,811,867,,,,,,,,,,,,,867,26,893,0.56,159867
Kerala,KALPETTA,19,PRASANTH MALAVAYAL,Bharatiya Janata Party,947,1945,3786,5105,6200,7385,8456,9818,11064,12247,13264,14200,15639,16718,17628,18549,18912,,,,,,,,,,18912,263,19175,11.06,173441
Kerala,KALPETTA,19,ADV. T SIDDIQUE,Indian National Congress,6212,12778,18672,25826,32699,38873,44452,50296,55050,60207,65586,71520,76978,83238,89575,95117,96020,,,,,,,,,,96020,1359,97379,56.15,173441
Kerala,KALPETTA,19,RAFEEK C A,Aam Aadmi Party,28,59,102,208,395,435,490,541,575,611,636,669,698,757,797,834,848,,,,,,,,,,848,19,867,0.5,173441
Kerala,KALPETTA,19,P K ANIL KUMAR,Rashtriya Janata Dal,3491,6292,9569,12692,15378,18742,21770,24825,28178,30654,33682,37296,40933,44769,47756,50970,51683,,,,,,,,,,51683,665,52348,30.18,173441
Kerala,KALPETTA,19,K V PRAKASH,Communist Party of India (Marxist-Leninist) Red Star,20,31,48,65,79,100,134,154,178,192,216,229,253,269,296,310,317,,,,,,,,,,317,8,325,0.19,173441
Kerala,KALPETTA,19,N HAMZA,Social Democratic Party Of India,60,104,122,148,163,245,279,334,366,384,406,436,453,539,629,791,794,,,,,,,,,,794,7,801,0.46,173441
Kerala,KALPETTA,19,ANILKUMAR S/O UNNI NAIR,Independent,25,51,76,96,118,140,159,183,200,213,226,247,258,285,312,328,338,,,,,,,,,,338,9,347,0.2,173441
Kerala,KALPETTA,19,T K UMMER,Independent,24,39,61,74,84,101,124,141,162,174,191,212,226,238,244,250,251,,,,,,,,,,251,5,256,0.15,173441
Kerala,KALPETTA,19,RADHAKRISHNAN M,Independent,40,66,102,132,147,174,198,223,269,298,320,335,361,390,419,434,438,,,,,,,,,,438,8,446,0.26,173441
Kerala,KALPETTA,19,SIDHEEQUE S/O KUNJAMMAD,Independent,20,39,61,90,109,130,165,187,210,238,257,276,294,325,338,351,357,,,,,,,,,,357,3,360,0.21,173441
Kerala,KALPETTA,19,NOTA,None of the Above,47,108,202,287,348,408,484,566,636,703,754,817,893,973,1027,1076,1088,,,,,,,,,,1088,49,1137,0.66,173441
Kerala,KANHANGAD,4,ADV. GOVINDAN PALLIKAPPIL,Communist Party of India,4999,10058,14021,19511,27340,32088,35592,38477,42535,46815,49947,53837,57818,61890,66686,71721,77778,78119,78463,,,,,,,,78463,1457,79920,45.47,175777
Kerala,KANHANGAD,4,M BALRAJ,Bharatiya Janata Party,1351,2502,4323,7203,8604,10952,11675,13138,15112,16595,17485,19478,21473,22743,24070,25217,26417,26534,26608,,,,,,,,26608,455,27063,15.4,175777
Kerala,KANHANGAD,4,VIJAYAKUMAR B,Bahujan Samaj Party,112,209,371,483,618,796,940,1165,1378,1630,1889,2052,2219,2397,2589,2832,3059,3065,3086,,,,,,,,3086,46,3132,1.78,175777
Kerala,KANHANGAD,4,SHAIJI OTTAPALLI,Kerala Congress,3470,7478,11935,13141,14498,17085,20009,23979,27504,32015,37612,41277,45351,50345,55439,60238,63394,63552,63804,,,,,,,,63804,800,64604,36.75,175777
Kerala,KANHANGAD,4,NOTA,None of the Above,20,59,108,165,216,275,333,399,463,542,639,714,781,840,889,963,1025,1036,1039,,,,,,,,1039,19,1058,0.6,175777
Kerala,KANJIRAPPALLY,100,DR. N. JAYARAJ,Kerala Congress (M),3136,6223,10254,13823,17590,21243,24645,28441,31707,34874,38372,42574,45837,48385,49632,49823,,,,,,,,,,,49823,1051,50874,37.41,135988
Kerala,KANJIRAPPALLY,100,ADV. GEORGE KURIAN,Bharatiya Janata Party,2086,3959,4760,6541,8997,12787,14611,17004,18423,20100,21060,22758,24924,25731,26199,26423,,,,,,,,,,,26423,561,26984,19.84,135988
Kerala,KANJIRAPPALLY,100,THAMPI KAVUMPADAM,Bahujan Samaj Party,43,102,143,177,209,258,322,362,408,445,488,528,572,638,679,682,,,,,,,,,,,682,14,696,0.51,135988
Kerala,KANJIRAPPALLY,100,RONY K BABY,Indian National Congress,2944,7477,13714,17816,20840,23853,27086,30574,34428,37945,41614,45856,49368,53585,54959,55260,,,,,,,,,,,55260,1386,56646,41.66,135988
Kerala,KANJIRAPPALLY,100,NOTA,None of the Above,67,121,187,244,306,362,434,496,535,578,610,665,709,757,774,778,,,,,,,,,,,778,10,788,0.58,135988
Kerala,KANNUR,11,ADV.T.O. MOHANAN,Indian National Congress,6884,11606,16117,21850,29332,33380,37814,42542,49328,55587,59819,65267,69319,69454,,,,,,,,,,,,,69454,1166,70620,50.26,140519
Kerala,KANNUR,11,C. RAGHUNATH,Bharatiya Janata Party,1023,2207,3378,4460,5273,7036,8655,10145,11272,12136,13683,15053,15873,15907,,,,,,,,,,,,,15907,237,16144,11.49,140519
Kerala,KANNUR,11,M.K. SHAHAZAD,Socialist Unity Centre Of India (COMMUNIST),18,34,49,57,76,100,114,132,148,167,186,208,221,224,,,,,,,,,,,,,224,5,229,0.16,140519
Kerala,KANNUR,11,RAMACHANDRAN KADANNAPPALLI,Congress (Secular),3536,8210,13695,18384,22291,26488,30415,32695,36054,39177,43117,47435,50999,51113,,,,,,,,,,,,,51113,956,52069,37.05,140519
Kerala,KANNUR,11,SURESH KUMAR,Bharatheeya Jawan Kisan Party,27,47,60,93,107,123,143,153,164,189,212,236,252,252,,,,,,,,,,,,,252,3,255,0.18,140519
Kerala,KANNUR,11,T.K. MOHANAN,Independent,19,31,48,73,96,120,140,171,194,210,231,259,277,278,,,,,,,,,,,,,278,3,281,0.2,140519
Kerala,KANNUR,11,RAMACHANDRAN KUNIYIL,Independent,13,33,48,65,81,95,109,118,125,144,162,193,213,214,,,,,,,,,,,,,214,2,216,0.15,140519
Kerala,KANNUR,11,NOTA,None of the Above,40,96,131,165,213,267,324,376,460,507,567,642,689,690,,,,,,,,,,,,,690,15,705,0.5,140519
Kerala,KARUNAGAPPALLY,116,V.S. JITHIN DEV,Bharatiya Janata Party,2101,3948,5958,8132,10703,12894,15439,17159,19312,21066,22841,24421,25903,28081,29587,31554,,,,,,,,,,,31554,567,32121,18.6,172736
Kerala,KARUNAGAPPALLY,116,ADV.M.S. THARA,Communist Party of India,3369,7244,10922,13954,16831,19986,23672,27329,30796,34117,37095,40957,44493,47975,51585,54734,,,,,,,,,,,54734,1241,55975,32.4,172736
Kerala,KARUNAGAPPALLY,116,C.R. MAHESH,Indian National Congress,4915,9597,15012,20068,25189,31170,36531,41238,45967,51641,55830,60674,65885,71721,76874,80775,,,,,,,,,,,80775,1818,82593,47.81,172736
Kerala,KARUNAGAPPALLY,116,TWINKLE PRABHAKARAN,Socialist Unity Centre Of India (COMMUNIST),22,37,49,62,83,109,128,137,154,180,201,217,234,254,274,287,,,,,,,,,,,287,8,295,0.17,172736
Kerala,KARUNAGAPPALLY,116,LATHEEF,Social Democratic Party Of India,10,25,53,106,174,295,365,485,511,629,694,751,805,928,1157,1219,,,,,,,,,,,1219,8,1227,0.71,172736
Kerala,KARUNAGAPPALLY,116,NOTA,None of the Above,35,61,96,132,159,200,239,259,293,330,358,396,428,457,490,512,,,,,,,,,,,512,13,525,0.3,172736
Kerala,KASARAGOD,2,ASHWINI M L,Bharatiya Janata Party,2359,6353,8954,16194,20463,25196,29338,34022,34319,34815,37550,42701,46711,47431,50118,53136,,,,,,,,,,,53136,562,53698,31.74,169203
Kerala,KASARAGOD,2,KALLATRA MAHIN,Indian Union Muslim League,6773,10704,15944,19043,22398,26314,30179,32796,40517,49017,54134,57296,61094,68329,74079,75980,,,,,,,,,,,75980,416,76396,45.15,169203
Kerala,KASARAGOD,2,MOHAMMED ALI FATHAH B M,Independent,61,102,151,207,255,318,377,452,499,550,590,628,673,723,777,805,,,,,,,,,,,805,19,824,0.49,169203
Kerala,KASARAGOD,2,SHANAVAS A A,Independent,58,117,182,240,293,348,406,462,511,564,627,670,720,780,833,878,,,,,,,,,,,878,15,893,0.53,169203
Kerala,KASARAGOD,2,SHANAVAS PADHOOR,Independent,2596,4813,7469,8786,10543,11966,14041,16543,19884,22608,26194,27993,30079,32255,34191,36419,,,,,,,,,,,36419,259,36678,21.68,169203
Kerala,KASARAGOD,2,NOTA,None of the Above,40,77,121,183,234,297,331,380,411,441,484,535,586,618,662,702,,,,,,,,,,,702,12,714,0.42,169203
Kerala,KATTAKKADA,138,P. K. KRISHNADAS,Bharatiya Janata Party,2147,4623,7269,10219,12249,13743,15740,18486,20625,23457,26315,28523,30608,32765,35423,37200,37433,,,,,,,,,,37433,798,38231,26.14,146244
Kerala,KATTAKKADA,138,NOBIL M. D,Bahujan Samaj Party,25,42,72,105,127,156,180,200,222,245,270,322,347,370,395,422,424,,,,,,,,,,424,9,433,0.3,146244
Kerala,KATTAKKADA,138,M. R. BAIJU,Indian National Congress,3142,6300,9393,13517,17622,21695,26466,30172,34050,37083,39910,43230,45459,48892,52364,55307,55522,,,,,,,,,,55522,1324,56846,38.87,146244
Kerala,KATTAKKADA,138,ADV. I. B. SATHEESH,Communist Party of India (Marxist),2697,5277,7823,11335,14773,17600,21070,23918,26787,29815,32769,36316,39464,42613,45567,48269,48570,,,,,,,,,,48570,1140,49710,33.99,146244
Kerala,KATTAKKADA,138,ADV. JAYAKUMAR THEERTHAM,Communist Party of India (Marxist-Leninist) (Liberation),18,29,46,61,79,97,108,127,144,160,175,190,205,215,231,250,253,,,,,,,,,,253,9,262,0.18,146244
Kerala,KATTAKKADA,138,NOTA,None of the Above,36,97,153,213,269,303,345,394,448,489,538,587,631,665,698,733,740,,,,,,,,,,740,22,762,0.52,146244
Kerala,KAYAMKULAM,108,ADV.U.PRATHIBHA,Communist Party of India (Marxist),3733,7408,11031,14613,19176,22782,25900,29668,33247,36939,40965,44787,48504,52492,55964,59376,59756,59950,,,,,,,,,59950,1129,61079,39.3,155399
Kerala,KAYAMKULAM,108,ADV.M.LIJU,Indian National Congress,4226,8131,12358,16672,21007,27388,32641,37160,42055,46585,51819,56128,60853,65179,69628,74433,74820,75179,,,,,,,,,75179,1472,76651,49.33,155399
Kerala,KAYAMKULAM,108,THAMPI METTUTHARA,Bharath Dharma Jana Sena,863,1895,3137,5187,6206,6632,7354,8402,9404,10336,11341,12417,13644,14739,15720,16350,16420,16671,,,,,,,,,16671,302,16973,10.92,155399
Kerala,KAYAMKULAM,108,NOTA,None of the Above,50,88,129,173,217,240,269,325,362,403,434,470,520,569,625,667,670,677,,,,,,,,,677,19,696,0.45,155399
Kerala,KAZHAKOOTTAM,132,KADAKAMPALLY SURENDRAN,Communist Party of India (Marxist),2816,5792,8664,11180,13301,15537,18109,20694,23757,26660,29311,31852,34485,36435,38448,40858,43324,45296,,,,,,,,,45296,840,46136,35.06,131587
Kerala,KAZHAKOOTTAM,132,V. MURALEEDHARAN,Bharatiya Janata Party,2437,4907,7881,10374,12702,15358,18117,20563,22511,25554,27812,30177,32509,35487,38149,40688,43773,45908,,,,,,,,,45908,656,46564,35.39,131587
Kerala,KAZHAKOOTTAM,132,T. S. RAJAN,Bahujan Samaj Party,12,36,58,77,96,115,129,139,151,166,181,196,213,227,238,254,279,292,,,,,,,,,292,6,298,0.23,131587
Kerala,KAZHAKOOTTAM,132,ADVOCATE  T. SARATHCHANDRA PRASAD,Indian National Congress,2391,4899,6881,8689,10110,11463,13300,15865,18006,19768,22008,23507,25214,27107,29119,30944,33522,36501,,,,,,,,,36501,682,37183,28.26,131587
Kerala,KAZHAKOOTTAM,132,DEEBIKA KARIMANAL,Democratic Human Rights Movement Party,10,25,81,95,105,115,126,135,149,157,174,188,201,216,226,236,244,251,,,,,,,,,251,9,260,0.2,131587
Kerala,KAZHAKOOTTAM,132,SREEKANTAN NAIR V.,Independent,2,5,7,12,17,21,25,29,32,34,41,45,50,55,57,60,62,66,,,,,,,,,66,2,68,0.05,131587
Kerala,KAZHAKOOTTAM,132,K. SURENDRAN,Independent,4,8,13,17,23,31,39,43,50,56,63,71,78,82,83,89,91,97,,,,,,,,,97,0,97,0.07,131587
Kerala,KAZHAKOOTTAM,132,NOTA,None of the Above,66,111,154,212,269,307,353,411,461,536,585,625,680,733,775,834,906,963,,,,,,,,,963,18,981,0.75,131587
Kerala,KOCHI,80,K.J. MAXY,Communist Party of India (Marxist),2979,6400,10197,12892,15481,18355,21810,24444,26864,29559,32794,35784,39367,43304,46817,50587,53862,54589,54878,55220,55376,55611,,,,,55611,519,56130,41.78,134349
Kerala,KOCHI,80,MOHAMMED SHIYAS,Indian National Congress,3811,6928,10888,14467,17366,21129,25989,29362,32339,35121,37911,41489,45569,50231,54472,57930,61490,62448,62879,63252,63385,63710,,,,,63710,608,64318,47.87,134349
Kerala,KOCHI,80,ANEESH MATTANCHERRY,Social Democratic Party Of India,56,148,229,339,423,491,583,606,629,650,679,692,711,729,739,752,761,764,773,773,776,785,,,,,785,18,803,0.6,134349
Kerala,KOCHI,80,ADV. XAVIER JULAPPAN,Twenty 20 Party,256,1521,1766,2556,4738,6423,6862,7401,7875,8556,9406,9834,10059,10422,10741,11108,11511,11649,11652,11711,11750,11752,,,,,11752,102,11854,8.82,134349
Kerala,KOCHI,80,AJEESH P.E,Independent,26,47,65,84,107,130,148,171,194,210,232,245,253,270,282,294,307,311,315,316,316,316,,,,,316,2,318,0.24,134349
Kerala,KOCHI,80,NOTA,None of the Above,53,108,154,190,263,343,389,453,499,561,624,682,726,772,806,847,888,900,901,910,911,912,,,,,912,14,926,0.69,134349
Kerala,KODUNGALLUR,73,ADV. O J JANEESH,Indian National Congress,3903,8209,13167,17937,22002,27009,30113,33012,35918,39390,44730,49748,55463,60732,63936,,,,,,,,,,,,63936,1226,65162,44.05,147912
Kerala,KODUNGALLUR,73,DR. K M FRANCIS ROY,Aam Aadmi Party,39,62,83,112,129,151,203,232,283,322,356,378,403,415,433,,,,,,,,,,,,433,14,447,0.3,147912
Kerala,KODUNGALLUR,73,RAVI A K,Bahujan Samaj Party,38,66,97,131,166,186,228,265,310,354,386,414,437,455,467,,,,,,,,,,,,467,21,488,0.33,147912
Kerala,KODUNGALLUR,73,ADV. V R SUNIL KUMAR,Communist Party of India,3745,8553,12546,17079,20220,22953,26897,30727,35163,40021,43792,46957,50622,53479,55754,,,,,,,,,,,,55754,1100,56854,38.44,147912
Kerala,KODUNGALLUR,73,DR. VARGHESE GEORGE,Twenty 20 Party,1174,2232,3752,5231,7111,8600,11557,13373,15790,17829,18905,20171,21463,22457,23619,,,,,,,,,,,,23619,314,23933,16.18,147912
Kerala,KODUNGALLUR,73,NANDAGOPAN VELLATHADI,Independent,16,37,49,68,81,99,124,149,189,218,232,247,261,269,282,,,,,,,,,,,,282,2,284,0.19,147912
Kerala,KODUNGALLUR,73,NOTA,None of the Above,44,81,134,180,226,261,327,374,438,498,552,613,663,712,738,,,,,,,,,,,,738,6,744,0.5,147912
Kerala,KODUVALLY,31,P K FIROS,Indian Union Muslim League,4875,11891,17948,24480,29931,35780,41914,47472,54118,60646,67884,74365,80041,85671,92192,93688,,,,,,,,,,,93688,1476,95164,57.33,165988
Kerala,KODUVALLY,31,BAVANKUTTY,Aam Aadmi Party,18,28,56,88,106,124,139,154,168,177,195,212,235,244,266,275,,,,,,,,,,,275,11,286,0.17,165988
Kerala,KODUVALLY,31,GIRI PAMBANAL,Bharath Dharma Jana Sena,929,1333,2434,3294,4294,5003,5358,5758,6064,6349,6802,7613,8511,8955,9314,9662,,,,,,,,,,,9662,170,9832,5.92,165988
Kerala,KODUVALLY,31,SUNIL MANNATH,Republican Party of India (Athawale),29,44,77,99,121,139,148,162,171,186,203,226,301,339,365,385,,,,,,,,,,,385,12,397,0.24,165988
Kerala,KODUVALLY,31,ABDUL SHUKOOR,Independent,18,30,50,66,77,91,100,122,134,142,159,171,185,194,203,209,,,,,,,,,,,209,3,212,0.13,165988
Kerala,KODUVALLY,31,FIROSE S/O ABOOBACKER MUSALIAR,Independent,16,26,41,49,67,79,82,89,96,100,114,128,140,154,167,181,,,,,,,,,,,181,4,185,0.11,165988
Kerala,KODUVALLY,31,FIROSE K C S/O MOITHEENKUTTY,Independent,25,43,72,84,100,110,125,143,158,177,192,221,246,260,283,293,,,,,,,,,,,293,5,298,0.18,165988
Kerala,KODUVALLY,31,SALEEM MADAVOOR,Independent,4083,7016,11419,15135,18317,22017,25232,29220,32451,35782,39476,43065,47872,52567,56155,57519,,,,,,,,,,,57519,963,58482,35.23,165988
Kerala,KODUVALLY,31,LAKSHMANAN K P THAMARASSERY,Independent,18,23,46,58,66,79,85,99,109,121,127,134,146,157,167,175,,,,,,,,,,,175,9,184,0.11,165988
Kerala,KODUVALLY,31,SHAHEEDA C P,Independent,6,7,14,18,25,29,33,35,38,41,51,56,62,72,77,81,,,,,,,,,,,81,7,88,0.05,165988
Kerala,KODUVALLY,31,SALEEM MUTTANCHERY,Independent,10,16,30,40,43,54,57,64,70,75,84,101,109,118,130,138,,,,,,,,,,,138,4,142,0.09,165988
Kerala,KODUVALLY,31,SALEEM C K,Independent,10,16,22,26,38,43,46,54,62,71,73,81,90,102,113,118,,,,,,,,,,,118,3,121,0.07,165988
Kerala,KODUVALLY,31,SAJIR K,Independent,5,8,18,25,68,69,72,74,79,81,84,87,92,95,100,104,,,,,,,,,,,104,3,107,0.06,165988
Kerala,KODUVALLY,31,NOTA,None of the Above,34,53,83,122,161,190,213,255,272,312,331,361,401,430,466,475,,,,,,,,,,,475,15,490,0.3,165988
