state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Kerala,MALAMPUZHA,55,C KRISHNAKUMAR,Bharatiya Janata Party,3321,7064,10415,13814,18675,22699,25786,29043,33686,36253,38888,42779,46129,48255,,,,,,,,,,,,,48255,653,48908,30.13,162305
Kerala,MALAMPUZHA,55,A PRABHAKARAN,Communist Party of India (Marxist),5359,11160,16055,21467,25369,30132,34269,39099,44243,49548,54230,59680,64846,67681,,,,,,,,,,,,,67681,948,68629,42.28,162305
Kerala,MALAMPUZHA,55,RAMNATH C,Bahujan Samaj Party,20,48,71,92,112,142,173,200,242,282,326,364,398,434,,,,,,,,,,,,,434,14,448,0.28,162305
Kerala,MALAMPUZHA,55,SAJI PJ,Aam Aadmi Party,10,17,25,36,50,78,94,114,138,149,158,169,182,189,,,,,,,,,,,,,189,8,197,0.12,162305
Kerala,MALAMPUZHA,55,A SURESH,Indian National Congress,3347,6321,9410,12765,15038,18101,21433,24014,27253,30194,33686,35697,39465,41630,,,,,,,,,,,,,41630,632,42262,26.04,162305
Kerala,MALAMPUZHA,55,K PRASAD,Socialist Unity Centre Of India (COMMUNIST),14,35,56,81,103,134,183,205,230,256,285,306,331,350,,,,,,,,,,,,,350,5,355,0.22,162305
Kerala,MALAMPUZHA,55,NOTA,None of the Above,71,179,276,390,501,624,752,889,1036,1117,1210,1309,1411,1491,,,,,,,,,,,,,1491,15,1506,0.93,162305
Kerala,MALAPPURAM,40,ABOOBACKER BACKER KUNDUPUZHAKKAL,Aam Aadmi Party,89,182,273,379,444,517,595,685,783,887,954,994,1067,1140,1222,1311,1399,1505,1581,1667,1745,1816,1914,2018,2023,2028,2028,32,2060,1.05,196885
Kerala,MALAPPURAM,40,ASWATHI GUPTHAKUMAR,Bharatiya Janata Party,415,800,1234,1754,1961,2341,2828,3268,3538,3809,4166,4408,4580,4794,5435,6407,6996,7288,7491,7858,8034,8320,8677,8890,8903,8987,8987,140,9127,4.64,196885
Kerala,MALAPPURAM,40,P.K KUNHALIKUTTY,Indian Union Muslim League,7185,13349,19910,23810,28747,34188,39174,45124,51728,57472,62508,67766,73066,78651,83035,86612,91531,96858,102075,107317,112992,118206,123466,129267,129767,130233,130233,1399,131632,66.86,196885
Kerala,MALAPPURAM,40,K.T. MUJEEB RAHMAN,Nationalist Congress Party - Sharadchandra Pawar,2059,3697,5748,7607,10069,12293,14161,15809,17867,19605,21775,23145,25129,26127,27786,29464,31691,33539,35505,37703,39505,41639,43493,45443,45601,45814,45814,491,46305,23.52,196885
Kerala,MALAPPURAM,40,ADV.SADIK NADUTHODI,Social Democratic Party Of India,293,464,783,1043,1214,1461,1774,2087,2271,2466,2628,2850,3099,3379,3589,3698,3845,4057,4267,4366,4500,4778,4920,5059,5073,5088,5088,36,5124,2.6,196885
Kerala,MALAPPURAM,40,ABDUL GAFOOR MASTER O.P.K,Independent,15,31,101,140,198,358,507,524,534,548,556,561,564,580,584,591,606,620,636,654,661,672,685,697,697,700,700,12,712,0.36,196885
Kerala,MALAPPURAM,40,ABDULSALAM.K.P,Independent,24,43,65,80,94,108,129,140,149,159,171,180,197,206,216,226,229,237,253,262,275,297,301,310,310,312,312,3,315,0.16,196885
Kerala,MALAPPURAM,40,SREEDHARAN,Independent,8,15,21,37,45,55,69,80,92,100,111,114,118,123,133,136,144,149,165,176,187,203,213,225,227,227,227,4,231,0.12,196885
Kerala,MALAPPURAM,40,NOTA,None of the Above,56,115,143,192,242,303,347,412,460,522,585,636,684,751,817,891,948,1013,1071,1131,1170,1229,1293,1341,1344,1355,1355,24,1379,0.7,196885
Kerala,MANALUR,64,ADV K K ANEESHKUMAR,Bharatiya Janata Party,2022,3979,6240,8069,9890,12268,14933,16878,20145,22061,24411,27430,29751,32163,34276,36044,37725,,,,,,,,,,37725,400,38125,22.24,171387
Kerala,MANALUR,64,DR UNNIKRISHNAN CHIRAYATH,Aam Aadmi Party,18,29,53,74,82,96,112,139,161,169,182,199,217,248,285,311,327,,,,,,,,,,327,3,330,0.19,171387
Kerala,MANALUR,64,T N PRATHAPAN,Indian National Congress,3689,7437,11081,15459,19111,22492,26746,32034,34316,38971,43079,46384,49486,52504,56508,60572,63950,,,,,,,,,,63950,1261,65211,38.05,171387
Kerala,MANALUR,64,PROF C RAVINDRANATH,Communist Party of India (Marxist),3498,7906,11798,15837,20105,24105,27688,30606,34477,37660,41549,45804,50161,54082,57282,61134,64324,,,,,,,,,,64324,1013,65337,38.12,171387
Kerala,MANALUR,64,JILEEF (DILEEF ABDUL KHADAR),Social Democratic Party Of India,54,155,183,332,367,402,475,662,684,819,870,960,995,1001,1006,1013,1016,,,,,,,,,,1016,15,1031,0.6,171387
Kerala,MANALUR,64,SIVAPRASAD GANDHI K M,Indian Gandhiyan Party,7,19,27,34,42,46,47,52,64,71,77,83,89,94,99,102,113,,,,,,,,,,113,5,118,0.07,171387
Kerala,MANALUR,64,P V CHANDRAN,Independent,8,13,18,21,24,27,30,39,42,46,50,56,59,61,65,68,71,,,,,,,,,,71,0,71,0.04,171387
Kerala,MANALUR,64,PRATHAPAN(S/O AYYAPPAN),Independent,13,22,31,46,56,67,80,88,97,108,116,127,135,149,157,165,182,,,,,,,,,,182,2,184,0.11,171387
Kerala,MANALUR,64,RAVINDRANATH K,Independent,10,17,34,49,57,73,80,93,110,119,133,143,161,186,204,218,234,,,,,,,,,,234,0,234,0.14,171387
Kerala,MANALUR,64,SUJITH,Independent,3,9,12,16,20,24,28,30,30,35,38,43,47,53,59,64,67,,,,,,,,,,67,3,70,0.04,171387
Kerala,MANALUR,64,NOTA,None of the Above,35,72,103,152,183,231,274,306,339,368,402,437,477,526,562,614,667,,,,,,,,,,667,9,676,0.39,171387
Kerala,MANANTHAVADY,17,USHA VIJAYAN,Indian National Congress,4369,8314,11888,15358,19221,23060,26769,31629,36735,41977,45982,51357,56334,61658,66237,71770,76089,,,,,,,,,,76089,1336,77425,46.92,165006
Kerala,MANANTHAVADY,17,O R KELU,Communist Party of India (Marxist),3625,7402,11502,16823,21807,26313,29567,33546,37052,40905,44102,47683,51728,55200,58305,62392,65724,,,,,,,,,,65724,1158,66882,40.53,165006
Kerala,MANANTHAVADY,17,P SHYAMRAJ,Bharatiya Janata Party,1314,2782,4267,5269,6318,7478,8575,9686,10558,11689,12932,13745,14785,15680,16501,17727,19385,,,,,,,,,,19385,296,19681,11.93,165006
Kerala,MANANTHAVADY,17,NOTA,None of the Above,68,118,177,242,310,358,412,465,508,555,622,675,739,796,857,923,1001,,,,,,,,,,1001,17,1018,0.62,165006
Kerala,MANJERI,37,ADV. P.P.A. SAGEER,Aam Aadmi Party,89,181,282,353,480,598,744,857,933,1039,1154,1297,1394,1501,1607,1719,1831,1906,2022,2141,2179,,,,,,2179,43,2222,1.17,190019
Kerala,MANJERI,37,PADMASREE AJITH,Bharatiya Janata Party,1271,2065,2686,3313,4075,4596,5534,5886,6607,7007,7796,9036,10113,10387,10714,11269,12068,12424,12824,13100,13146,,,,,,13146,277,13423,7.06,190019
Kerala,MANJERI,37,ADV. M. RAHMATHULLA,Indian Union Muslim League,4829,10812,15857,20694,26222,32903,38027,43719,49099,55817,61184,65957,70424,75861,81931,88084,93961,100351,105949,110881,112529,,,,,,112529,1093,113622,59.8,190019
Kerala,MANJERI,37,BIPIN BENSON JOSEPH,Independent,67,131,198,275,403,504,635,699,746,811,891,965,1044,1121,1228,1316,1406,1468,1576,1644,1670,,,,,,1670,28,1698,0.89,190019
Kerala,MANJERI,37,V.M. MUSTHAFA,Independent,2688,5546,8535,11311,14598,17392,20824,22954,25691,28174,30694,33203,35957,38700,41839,44762,47727,50059,52612,54339,55135,,,,,,55135,600,55735,29.33,190019
Kerala,MANJERI,37,NOTA,None of the Above,154,282,409,538,775,969,1218,1342,1481,1626,1812,1998,2176,2350,2544,2726,2881,3025,3162,3251,3300,,,,,,3300,19,3319,1.75,190019
Kerala,MANJESHWAR,1,A K M ASHRAF,Indian Union Muslim League,6721,13946,20418,26478,31656,39100,45700,52298,59093,64111,69877,75027,81467,87801,91471,95889,96470,,,,,,,,,,96470,478,96948,51.62,187801
Kerala,MANJESHWAR,1,K R JAYANANDA,Communist Party of India (Marxist),799,2066,3403,4788,6081,6826,7568,8311,9816,11200,12306,13767,14848,17365,18934,20175,21022,,,,,,,,,,21022,190,21212,11.29,187801
Kerala,MANJESHWAR,1,SANJEEVA,Bahujan Samaj Party,12,22,40,57,69,81,82,89,100,113,125,147,152,160,172,187,212,,,,,,,,,,212,0,212,0.11,187801
Kerala,MANJESHWAR,1,K SURENDRAN,Bharatiya Janata Party,4269,7372,11621,16190,21250,24065,27013,31595,34904,39502,43784,48785,52144,54437,59169,64543,67065,,,,,,,,,,67065,631,67696,36.05,187801
Kerala,MANJESHWAR,1,KANNUR ABDULLA MASTER,Independent,13,24,33,46,55,71,79,89,102,114,135,158,184,205,251,271,282,,,,,,,,,,282,3,285,0.15,187801
Kerala,MANJESHWAR,1,ABDUL LATHEEF I,Independent,6,25,27,28,35,39,40,41,47,50,53,57,61,63,67,72,77,,,,,,,,,,77,2,79,0.04,187801
Kerala,MANJESHWAR,1,GEAN LAVINA MONTEIRO,Independent,45,188,225,246,305,318,325,337,351,392,399,433,461,474,502,514,518,,,,,,,,,,518,5,523,0.28,187801
Kerala,MANJESHWAR,1,JOHN D' SOUZA I,Independent,1,8,8,11,13,15,15,17,19,28,31,32,33,35,39,43,46,,,,,,,,,,46,0,46,0.02,187801
Kerala,MANJESHWAR,1,"MOHAMMAD ASHRAF, PAPPIYAR HOUSE",Independent,4,9,14,23,29,31,34,39,46,54,56,60,63,66,70,76,77,,,,,,,,,,77,1,78,0.04,187801
Kerala,MANJESHWAR,1,"MOHAMMED ASHRAF K A, C. M. HOUSE",Independent,3,4,6,10,12,17,20,22,25,31,36,41,45,51,52,56,59,,,,,,,,,,59,5,64,0.03,187801
Kerala,MANJESHWAR,1,D SURENDRAN NAIR,Independent,15,24,34,50,60,69,74,82,93,108,124,143,153,158,177,190,201,,,,,,,,,,201,2,203,0.11,187801
Kerala,MANJESHWAR,1,NOTA,None of the Above,27,55,95,109,134,151,184,203,245,271,301,333,365,376,414,430,449,,,,,,,,,,449,6,455,0.24,187801
Kerala,MANKADA,39,MANJALAMKUZHI ALI,Indian Union Muslim League,6101,12118,18480,23821,29709,34884,40723,46426,51574,57335,62263,67471,72657,77686,82072,86056,89900,94605,98906,104522,108842,109348,,,,,109348,1344,110692,58.98,187686
Kerala,MANKADA,39,LEJOY MASH,Bharatiya Janata Party,321,615,801,1126,1399,1966,2211,2420,2700,2941,3716,4210,4799,5300,5823,6374,7406,7799,8992,9337,9745,9770,,,,,9770,163,9933,5.29,187686
Kerala,MANKADA,39,KUNNATH MOHAMED S/O ALI HAJI,Independent,2906,5809,8702,11691,14646,17524,20088,22472,25675,28580,31736,34560,37931,40875,43986,48063,51228,54204,56707,59936,64076,64385,,,,,64385,698,65083,34.68,187686
Kerala,MANKADA,39,MOHAMMED KUNNATH S/O MOIDEEN,Independent,30,64,92,118,140,183,208,223,253,286,316,387,423,449,477,496,529,575,602,629,651,654,,,,,654,9,663,0.35,187686
Kerala,MANKADA,39,NOTA,None of the Above,96,172,215,253,309,378,427,469,522,572,627,696,750,820,894,974,1061,1140,1200,1251,1288,1295,,,,,1295,20,1315,0.7,187686
Kerala,MANNARKKAD,54,MANZIL ABOOBACKER,Communist Party of India,5987,12078,17666,23224,29455,36304,42359,47244,52663,58888,63737,64006,,,,,,,,,,,,,,,64006,697,64703,38.34,168781
Kerala,MANNARKKAD,54,ADV. N. SAMSUDHEEN,Indian Union Muslim League,10050,19131,27253,36123,44903,53274,60849,69476,76863,83060,89317,89522,,,,,,,,,,,,,,,89522,1084,90606,53.68,168781
Kerala,MANNARKKAD,54,ASHITHA NAJEEB,Social Democratic Party Of India,33,131,224,406,473,542,647,725,768,862,919,923,,,,,,,,,,,,,,,923,16,939,0.56,168781
Kerala,MANNARKKAD,54,ISSAC VARGHESE,Bharath Dharma Jana Sena,461,979,1338,1836,2437,3127,4679,5860,7367,9298,10451,10555,,,,,,,,,,,,,,,10555,116,10671,6.32,168781
Kerala,MANNARKKAD,54,ABOOBACKER S/O AYISHA,Independent,8,28,39,64,71,86,113,137,190,239,283,284,,,,,,,,,,,,,,,284,5,289,0.17,168781
Kerala,MANNARKKAD,54,SHAMSUDHEEN S/O MUHAMMED,Independent,12,31,48,66,85,105,146,174,233,313,354,355,,,,,,,,,,,,,,,355,3,358,0.21,168781
Kerala,MANNARKKAD,54,SHAMSUDHEEN S/O UMMER,Independent,18,27,47,68,80,85,99,115,144,198,251,254,,,,,,,,,,,,,,,254,3,257,0.15,168781
Kerala,MANNARKKAD,54,NOTA,None of the Above,73,128,169,245,296,371,464,563,672,805,935,942,,,,,,,,,,,,,,,942,16,958,0.57,168781
Kerala,MATTANNUR,15,CHANDRAN THILLANKERI,Indian National Congress,4734,10228,14627,19901,25983,30714,35692,40414,44054,48449,52891,56236,59686,62953,65867,,,,,,,,,,,,65867,1421,67288,39.61,169858
Kerala,MATTANNUR,15,BIJU ELAKKUZHI,Bharatiya Janata Party,1318,2059,2976,4012,5361,6840,7848,9200,10764,11749,13075,14502,15822,16728,17463,,,,,,,,,,,,17463,352,17815,10.49,169858
Kerala,MATTANNUR,15,V K  SANOJ,Communist Party of India (Marxist),5738,10782,15445,20210,25241,31301,36244,42039,48095,54941,61033,67179,72486,76646,79314,,,,,,,,,,,,79314,2142,81456,47.96,169858
Kerala,MATTANNUR,15,BASHEER PUNNAD,Social Democratic Party Of India,119,170,211,336,709,873,933,1380,1491,1612,1965,2018,2089,2103,2161,,,,,,,,,,,,2161,10,2171,1.28,169858
Kerala,MATTANNUR,15,CHANDRAN THENGALATH,Independent,13,17,28,39,56,67,76,91,102,109,114,121,135,139,144,,,,,,,,,,,,144,3,147,0.09,169858
Kerala,MATTANNUR,15,SANOJ                           S/O KUNHIRAMAN K,Independent,26,30,47,54,74,92,101,116,125,138,151,172,186,205,209,,,,,,,,,,,,209,1,210,0.12,169858
Kerala,MATTANNUR,15,NOTA,None of the Above,64,99,138,181,225,300,344,409,454,515,567,630,678,710,744,,,,,,,,,,,,744,27,771,0.45,169858
Kerala,MAVELIKKARA,109,K. AJIMON,Bharatiya Janata Party,1615,2990,4399,5826,7507,8918,10338,11732,13046,14580,16073,16993,18066,19327,21117,22525,22719,,,,,,,,,,22719,481,23200,16.26,142667
Kerala,MAVELIKKARA,109,M.S. ARUN KUMAR,Communist Party of India (Marxist),2434,5603,9181,13199,17176,21267,24994,29989,34456,38854,43733,48519,52526,57124,61021,65139,65859,,,,,,,,,,65859,1321,67180,47.09,142667
Kerala,MAVELIKKARA,109,ADV. MUTHARA RAJ,Indian National Congress,2746,5519,8360,11699,14259,16655,19135,22350,25961,28881,32317,36144,39588,43428,46730,49860,50353,,,,,,,,,,50353,1091,51444,36.06,142667
Kerala,MAVELIKKARA,109,SURESH NOORANAD,Ambedkarite Party of India,11,24,40,63,76,94,113,120,140,151,173,194,206,227,252,266,267,,,,,,,,,,267,11,278,0.19,142667
Kerala,MAVELIKKARA,109,NOTA,None of the Above,37,90,128,164,189,226,266,301,325,358,398,426,454,481,517,551,556,,,,,,,,,,556,9,565,0.4,142667
Kerala,MUVATTUPUZHA,86,N ARUN,Communist Party of India,4488,8899,12464,15962,19363,22955,25273,27691,30465,32474,35713,38509,42039,45144,46393,,,,,,,,,,,,46393,692,47085,31.79,148131
Kerala,MUVATTUPUZHA,86,DR. MATHEW KUZHALNADAN,Indian National Congress,6154,13077,19953,25805,31815,37902,43073,49140,54312,60446,66585,72901,78769,85202,88107,,,,,,,,,,,,88107,1807,89914,60.7,148131
Kerala,MUVATTUPUZHA,86,BABU MATHEW,Social Democratic Party Of India,25,145,237,264,304,365,383,414,444,471,495,523,551,583,598,,,,,,,,,,,,598,11,609,0.41,148131
Kerala,MUVATTUPUZHA,86,SUNNY KADOOTHAZHE,Twenty 20 Party,744,1114,1629,2419,3128,3795,4390,5005,5967,6656,7429,8107,8731,9446,9715,,,,,,,,,,,,9715,125,9840,6.64,148131
Kerala,MUVATTUPUZHA,86,NOTA,None of the Above,50,88,130,179,224,276,307,339,393,440,486,529,578,647,672,,,,,,,,,,,,672,11,683,0.46,148131
Kerala,NADAPURAM,22,K.M. ABHIJITH,Indian National Congress,4737,10724,16266,21710,27567,32424,37281,43876,49205,54585,58974,64375,69669,73923,80098,86606,91529,97469,98258,,,,,,,,98258,1505,99763,52.87,188712
Kerala,NADAPURAM,22,ADV.P. VASANTHAM,Communist Party of India,6120,10754,14796,18074,21513,26703,31300,34891,39072,43579,47515,51157,55811,61132,64310,67403,70982,74079,74796,,,,,,,,74796,1367,76163,40.36,188712
Kerala,NADAPURAM,22,C.P. VIPIN CHANDRAN,Bharatiya Janata Party,820,1392,2124,2669,3011,3579,4332,4639,5249,6169,6870,7615,8284,9018,9613,10222,10930,11263,11367,,,,,,,,11367,139,11506,6.1,188712
Kerala,NADAPURAM,22,K.M. ABHIJITH S/O ASHOKAN,Independent,17,31,38,48,57,70,84,91,102,118,135,147,157,164,175,179,195,205,205,,,,,,,,205,2,207,0.11,188712
Kerala,NADAPURAM,22,ABHIJITH S/O BALAN,Independent,19,33,44,56,70,83,99,112,124,134,153,161,175,186,194,203,212,216,217,,,,,,,,217,1,218,0.12,188712
Kerala,NADAPURAM,22,PADMAKUMAR,Independent,9,12,28,54,57,69,80,89,93,97,107,149,173,204,249,263,267,267,267,,,,,,,,267,2,269,0.14,188712
Kerala,NADAPURAM,22,VASANTHA,Independent,15,30,47,56,71,86,106,122,144,165,196,221,244,266,281,297,302,313,313,,,,,,,,313,1,314,0.17,188712
Kerala,NADAPURAM,22,NOTA,None of the Above,12,27,38,48,57,72,93,100,120,137,156,173,187,204,219,233,249,256,263,,,,,,,,263,9,272,0.14,188712
Kerala,NATTIKA,68,GEETHAGOPI,Communist Party of India,3843,8040,11311,14761,18228,21196,25702,29052,33147,37383,40763,44245,48112,51383,53980,57913,58121,,,,,,,,,,58121,858,58979,37.44,157535
Kerala,NATTIKA,68,C.C. MUKUNDAN,Bharatiya Janata Party,2984,5347,7963,11204,13770,16867,19468,22107,25080,27635,30262,32928,35487,38415,41664,44519,44727,,,,,,,,,,44727,489,45216,28.7,157535
Kerala,NATTIKA,68,ADV. SUNIL LALOOR,Indian National Congress,2938,6688,9422,13000,16290,19762,22382,25486,27992,30952,34192,37176,40096,43176,47360,50872,51097,,,,,,,,,,51097,789,51886,32.94,157535
Kerala,NATTIKA,68,NOTA,None of the Above,78,162,258,364,464,585,681,762,845,930,1008,1068,1130,1191,1323,1429,1436,,,,,,,,,,1436,18,1454,0.92,157535
Kerala,NEDUMANGAD,130,G R ANIL,Communist Party of India,3014,6194,9560,12845,16779,20363,24538,28752,32208,35735,40092,44672,48958,52781,56485,60040,63339,67213,67512,,,,,,,,67512,1694,69206,43.55,158894
Kerala,NEDUMANGAD,130,YUVRAJ GOKUL,Bharatiya Janata Party,1493,2487,4298,6641,9389,12195,14418,17115,19113,20822,22714,24807,27438,29996,31820,33598,35424,37998,38172,,,,,,,,38172,827,38999,24.54,158894
Kerala,NEDUMANGAD,130,MEENANKAL KUMAR,Indian National Congress,2954,5620,8209,10221,12406,15052,17923,20654,23063,26507,28666,31734,33951,36434,39226,41775,43919,46382,46500,,,,,,,,46500,1123,47623,29.97,158894
Kerala,NEDUMANGAD,130,SUJILAL B G,Bahujan Samaj Party,53,92,118,143,161,181,199,206,220,238,254,277,303,319,333,358,377,397,400,,,,,,,,400,8,408,0.26,158894
Kerala,NEDUMANGAD,130,BATHERUTHEEN A (ZIAD KANDALA),Social Democratic Party Of India,43,97,154,179,246,315,414,464,505,752,828,970,980,997,1154,1159,1163,1174,1177,,,,,,,,1177,14,1191,0.75,158894
Kerala,NEDUMANGAD,130,SHIBU G,Democratic Human Rights Movement Party,47,51,71,81,83,111,128,132,136,138,142,146,152,156,158,163,166,170,170,,,,,,,,170,1,171,0.11,158894
Kerala,NEDUMANGAD,130,ANVAR SADATH,Independent,8,13,17,26,32,37,40,45,52,54,58,62,65,69,73,81,84,91,91,,,,,,,,91,4,95,0.06,158894
Kerala,NEDUMANGAD,130,KUMAR,Independent,5,9,11,17,22,25,29,35,38,42,50,55,63,75,81,86,91,93,93,,,,,,,,93,0,93,0.06,158894
Kerala,NEDUMANGAD,130,VEMBAYAM YESUDAS,Independent,5,7,13,17,25,30,39,49,69,76,80,87,94,100,108,113,121,126,127,,,,,,,,127,2,129,0.08,158894
Kerala,NEDUMANGAD,130,NOTA,None of the Above,43,75,134,179,238,294,350,402,454,511,547,604,675,730,791,837,902,955,959,,,,,,,,959,20,979,0.62,158894
Kerala,NEMMARA,59,A. THANKAPPAN,Indian National Congress,3642,8091,14071,18001,22307,26542,30639,34126,38109,43110,48224,52174,55293,59940,62159,,,,,,,,,,,,62159,1057,63216,42,150497
Kerala,NEMMARA,59,K PREMAN,Communist Party of India (Marxist),5057,9200,13517,18503,22897,28069,32573,37502,42019,46466,50698,54978,58501,62982,65312,,,,,,,,,,,,65312,1209,66521,44.2,150497
Kerala,NEMMARA,59,A.N.ANURAG,Bharath Dharma Jana Sena,1603,3702,4687,6296,7675,9246,10875,11850,13224,14121,14553,15392,16209,17443,17881,,,,,,,,,,,,17881,226,18107,12.03,150497
Kerala,NEMMARA,59,ANVAR SADIK,Social Democratic Party Of India,85,147,252,267,298,357,430,447,461,477,584,600,639,747,788,,,,,,,,,,,,788,5,793,0.53,150497
Kerala,NEMMARA,59,RADHAKRISHNAN K,Independent,16,43,62,87,103,120,149,164,195,215,229,248,264,278,283,,,,,,,,,,,,283,6,289,0.19,150497
Kerala,NEMMARA,59,SANKARANARAYANAN R,Independent,10,20,23,39,46,62,85,98,192,242,262,288,304,318,324,,,,,,,,,,,,324,6,330,0.22,150497
Kerala,NEMMARA,59,NOTA,None of the Above,95,196,271,380,460,556,635,724,817,931,989,1044,1104,1171,1206,,,,,,,,,,,,1206,35,1241,0.82,150497
Kerala,NEMOM,135,RAJEEV CHANDRASEKHAR,Bharatiya Janata Party,3459,6604,9759,12962,16408,19636,22026,25274,29045,31266,32884,35767,39807,43312,45283,48995,52389,54261,54664,54968,55256,55592,55799,56063,56270,,56270,922,57192,40.75,140355
Kerala,NEMOM,135,VINU K,Aam Aadmi Party,7,28,38,45,52,63,67,75,84,95,98,99,116,119,121,132,136,141,141,141,141,141,142,142,142,,142,4,146,0.1,140355
Kerala,NEMOM,135,ADV K S SABARINADHAN,Indian National Congress,1970,4096,6080,7867,9190,10508,11559,13038,14736,16825,18845,20522,22052,23099,24173,25906,27908,28393,28471,28591,28678,28786,28897,29007,29158,,29158,572,29730,21.18,140355
Kerala,NEMOM,135,V SIVANKUTTY,Communist Party of India (Marxist),2157,5397,7787,10019,12480,15402,17716,20932,23100,26693,30733,33978,36931,39147,42197,45482,48894,50044,50222,50403,50568,50728,50898,51193,51369,,51369,845,52214,37.2,140355
Kerala,NEMOM,135,KARAMANA PRASAD,Socialist Unity Centre Of India (COMMUNIST),10,17,25,29,36,42,52,62,69,78,87,102,108,119,126,140,150,155,155,156,156,156,157,161,161,,161,2,163,0.12,140355
Kerala,NEMOM,135,SUBI S M,The Future India Party,6,11,14,16,19,23,24,26,29,35,36,39,42,44,45,48,52,53,53,53,53,53,53,53,53,,53,0,53,0.04,140355
Kerala,NEMOM,135,MADANAN S,Independent,0,1,5,7,9,12,12,14,17,20,20,23,26,26,27,43,47,48,48,48,48,48,48,48,48,,48,0,48,0.03,140355
Kerala,NEMOM,135,RAJEEV KUMAR G S,Independent,2,10,11,13,13,20,20,27,28,35,39,48,51,57,58,65,76,81,81,81,81,81,82,83,83,,83,1,84,0.06,140355
Kerala,NEMOM,135,SASIKALA,Independent,4,8,9,10,10,11,14,15,20,23,25,29,32,33,35,42,54,56,56,56,56,56,56,57,57,,57,0,57,0.04,140355
Kerala,NEMOM,135,KAMALESWARAM HARI,Independent,3,3,9,10,15,18,27,29,30,36,44,49,52,53,53,58,60,63,63,63,63,63,63,63,63,,63,1,64,0.05,140355
Kerala,NEMOM,135,NOTA,None of the Above,38,93,122,152,191,213,237,266,301,319,337,375,405,442,468,505,566,582,584,587,589,591,592,592,596,,596,8,604,0.43,140355
Kerala,NEYYATTINKARA,140,K. ANSALAN,Communist Party of India (Marxist),3418,6438,9739,12821,15472,18065,20517,23599,26655,29415,32416,35241,38544,41154,43497,45975,48290,50412,,,,,,,,,50412,1382,51794,38.76,133616
Kerala,NEYYATTINKARA,140,CHENKAL RAJASEKHARAN,Bharatiya Janata Party,1301,3493,5191,6562,7450,9100,10171,11526,13267,14491,15476,16083,17263,18411,18756,19770,20745,21304,,,,,,,,,21304,554,21858,16.36,133616
Kerala,NEYYATTINKARA,140,N. SHAKTHAN,Indian National Congress,3037,5894,8520,11517,14073,16916,19622,22068,25089,28404,31666,36341,40507,43952,47622,50684,53973,56888,,,,,,,,,56888,1872,58760,43.98,133616
Kerala,NEYYATTINKARA,140,SURENDRANATHAN. K,Bahujan Samaj Party,15,34,53,69,106,133,148,169,191,209,222,238,252,275,284,298,310,321,,,,,,,,,321,6,327,0.24,133616
Kerala,NEYYATTINKARA,140,BIBIN S.B,Independent,16,26,33,43,54,61,63,70,80,90,97,110,119,129,135,139,146,153,,,,,,,,,153,4,157,0.12,133616
Kerala,NEYYATTINKARA,140,NOTA,None of the Above,56,102,150,190,225,263,301,339,377,417,450,486,526,571,606,646,673,701,,,,,,,,,701,19,720,0.54,133616
Kerala,NILAMBUR,35,JAISAL MALIYEKKAL,Aam Aadmi Party,112,225,337,419,535,636,731,822,916,1016,1122,1239,1329,1458,1545,1638,1739,1845,1907,,,,,,,,1907,35,1942,1.02,189595
Kerala,NILAMBUR,35,ARYADAN SHOUKATH,Indian National Congress,6049,12250,17955,24479,31324,37574,43392,49177,53885,59960,66385,72061,77636,84373,90104,95943,101766,107609,112194,,,,,,,,112194,1392,113586,59.91,189595
Kerala,NILAMBUR,35,GIRISH MEKKATTU,Bharath Dharma Jana Sena,577,1487,2030,2608,3145,3906,4732,5116,6022,6626,7322,7882,8694,9428,9988,10402,11095,12002,12501,,,,,,,,12501,159,12660,6.68,189595
Kerala,NILAMBUR,35,U SHARAFALI,Independent,3386,6379,9506,12676,15555,18335,21705,24810,27658,30547,33774,36595,39292,42320,45221,48892,52289,55699,58081,,,,,,,,58081,654,58735,30.98,189595
Kerala,NILAMBUR,35,NOTA,None of the Above,141,290,454,563,679,827,958,1088,1231,1379,1526,1664,1827,2005,2113,2263,2373,2557,2652,,,,,,,,2652,20,2672,1.41,189595
Kerala,OLLUR,66,PRINSON AVINISSERY,Aam Aadmi Party,33,73,108,136,158,183,227,271,325,377,427,461,484,519,572,586,,,,,,,,,,,586,8,594,0.39,151990
Kerala,OLLUR,66,BIJOY THOMAS,Bharatiya Janata Party,1281,3179,4375,5299,6204,7370,8641,9690,10704,12046,13439,15157,16385,17639,18896,19537,,,,,,,,,,,19537,200,19737,12.99,151990
Kerala,OLLUR,66,K RAJAN,Communist Party of India,5242,10968,15702,20679,24212,28400,33065,36756,40545,44340,48407,52563,56695,61628,66519,68766,,,,,,,,,,,68766,937,69703,45.86,151990
Kerala,OLLUR,66,ADV. SHAJI J KODANKANDATH,Indian National Congress,3221,6361,10520,14804,18495,21976,25147,30206,34680,39194,42593,46065,50048,53973,58666,59949,,,,,,,,,,,59949,870,60819,40.02,151990
