state,district,district_number,constituency,constituency_number,candidate,party,evm_votes,postal_votes,candidate_total_votes,candidate_vote_%,total_polled_votes,male_votes,female_votes,thirunangai_votes,total_votes
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,M.Hari,Independent,365,1,366,0.16,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,Chandran,Independent,59,1,60,0.03,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,Chandran,Independent,46,0,46,0.02,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,A.J.Suresh,Independent,174,8,182,0.08,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,Shettu,Independent,147,0,147,0.06,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,D.PAULRAJ,Independent,886,3,889,0.38,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,V.P.Vijayan,Independent,760,8,768,0.33,232624,134145,139257,29,273431
Tamil Nadu,THIRUVALLUR,1,Tiruttani,3,NOTA,None of the Above,1653,12,1665,0.72,232624,134145,139257,29,273431
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,ANBUBAGURUDEEN N,Nationalist Congress Party,621,8,629,0.31,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,K C ANIMUTHU,All India Anna Dravida Munnetra Kazhagam,65049,463,65512,32.46,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,KARUMANICKAM,Indian National Congress,78415,949,79364,39.33,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,RAMALINGAM,Bahujan Samaj Party,605,5,610,0.3,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,ANANDH N,Amma Makkal Munnettra Kazagam,33038,388,33426,16.56,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,ANANTHARAJ S,My India Party,399,0,399,0.2,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,SATHYARAJ,Makkal Needhi Maiam,2189,19,2208,1.09,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,JAWAHAR,Naam Tamilar Katchi,16403,98,16501,8.18,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,SIKKANDAR,Independent,262,0,262,0.13,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,SURIYA PRAKASH,Independent,385,0,385,0.19,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,PRADEEP,Independent,163,0,163,0.08,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,PRAVEEN,Independent,273,1,274,0.14,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,PERUMAL,Independent,517,5,522,0.26,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,MANI,Independent,382,0,382,0.19,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,MANIKANDAN,Independent,410,0,410,0.2,201815,138623,137450,26,276099
Tamil Nadu,RAMANATHAPURAM,27,Tiruvadanai,210,NOTA,None of the Above,765,3,768,0.38,201815,138623,137450,26,276099
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,KOTHANDAPANI,Bahujan Samaj Party,460,6,466,0.22,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,S THANIGAIVEL,Bharatiya Janata Party,42836,367,43203,20.69,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,E V VELU,Dravida Munnetra Kazhagam,134987,2889,137876,66.02,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,J AGNI SELVARASU,Naadaalum Makkal Katchi,545,3,548,0.26,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,ARUL R,Makkal Needhi Maiam,6169,77,6246,2.99,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,J KAMALAKKANNAN,Naam Tamilar Katchi,13894,101,13995,6.7,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,R CHANDRAKANTH PILLAI,New Generation People’s Party,98,3,101,0.05,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,S K SELVAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,130,1,131,0.06,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,A G PANCHATCHARAM,Amma Makkal Munnettra Kazagam,2088,20,2108,1.01,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,A NAKKEERAN,Independent,142,4,146,0.07,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,N PALANI,Independent,145,19,164,0.08,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,D MANIMARAN,Independent,152,5,157,0.08,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,R G VASUDEVAN,Independent,291,0,291,0.14,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,K VINAYAGAM,Independent,430,0,430,0.21,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,J JAMEEL BASHA,Independent,774,6,780,0.37,208836,125268,131865,14,257147
Tamil Nadu,TIRUVANNAMALAI,7,Tiruvannamalai,63,NOTA,None of the Above,2170,24,2194,1.05,208836,125268,131865,14,257147
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"UMANATH,  R.",Desiya Murpokku Dravida Kazhagam,4121,21,4142,2.46,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"GANESAN,  C.V.",Dravida Munnetra Kazhagam,82780,946,83726,49.78,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"PERIYASAMY,  D.",Bharatiya Janata Party,61851,312,62163,36.96,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"RAVICHANDRAN,  P.",Bahujan Samaj Party,558,1,559,0.33,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"ARULDOSS,  E.",Desiya Makkal Sakthi Katchi,219,2,221,0.13,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"KAMATCHI,  N.",Naam Tamilar Katchi,10555,36,10591,6.3,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"PRABAKARAN,  R.",Makkal Needhi Maiam,1730,15,1745,1.04,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"AYYASAMY,  S.",Independent,720,4,724,0.43,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"KARUPPAN,  M.",Independent,927,17,944,0.56,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"KAMARAJ,  K.",Independent,141,0,141,0.08,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"KOLANJINATHAN,  V.",Independent,129,1,130,0.08,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"SEENUVASAN,  C.",Independent,197,0,197,0.12,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"SUMATHI,  S.",Independent,237,1,238,0.14,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"NATARAJAN,  M.",Independent,1063,0,1063,0.63,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,"PALANIAMMAL,  P.",Independent,601,0,601,0.36,168184,101789,104298,2,206089
Tamil Nadu,CUDDALORE,18,Tittakudi,151,NOTA,None of the Above,995,4,999,0.59,168184,101789,104298,2,206089
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"GANESH, R.",Indian National Congress,64148,1382,65530,46.44,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"BHOJARAJAN, M.",Bharatiya Janata Party,59553,629,60182,42.65,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"Dr.SURESH BABU, S.",Makkal Needhi Maiam,4859,76,4935,3.5,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"LAKSHMANAN, T.",Amma Makkal Munnettra Kazagam,1250,23,1273,0.9,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"JAYAKUMAR, A.",Naam Tamilar Katchi,6316,65,6381,4.52,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"AROKIYANATHAN, B.",Independent,514,0,514,0.36,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"KRISHNAMURTHI, B.",Independent,249,6,255,0.18,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"A. SARDAR BABU, B.COM.",Independent,223,2,225,0.16,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,"VINOTHKUMAR, M.A.",Independent,425,6,431,0.31,141102,97724,104332,4,202060
Tamil Nadu,THE NILGIRIS,12,Udhagamandalam,108,NOTA,None of the Above,1357,19,1376,0.98,141102,97724,104332,4,202060
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Kumar,K.",Bahujan Samaj Party,456,3,459,0.24,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Thennarasu,K.",Indian National Congress,73788,1210,74998,38.59,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Radhakrishnan,K.",All India Anna Dravida Munnetra Kazhagam,95953,940,96893,49.85,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Krishnan,T.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,680,3,683,0.35,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Nachammal,K.",Anaithu Makkal Arasiyal Katchi,175,2,177,0.09,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Palanisamy,R.",Amma Makkal Munnettra Kazagam,1038,5,1043,0.54,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Babu Ranjendra Prasad,A.",Naam Tamilar Katchi,8540,52,8592,4.42,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Srinithi,V.",Makkal Needhi Maiam,8107,56,8163,4.2,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Ashokkumar,S.",Independent,70,0,70,0.04,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Arumugam,P.",Independent,182,2,184,0.09,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Umar Ali,D.",Independent,217,7,224,0.12,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Elsy,C.",Independent,124,2,126,0.06,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Karthikeyan,S.",Independent,180,1,181,0.09,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Dhivya,D.",Independent,785,2,787,0.4,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,"Rajini,K.",Independent,300,0,300,0.15,194358,122592,128456,21,251069
Tamil Nadu,TIRUPPUR,32,Udumalaipettai,125,NOTA,None of the Above,1469,9,1478,0.76,194358,122592,128456,21,251069
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,KUMARAGURU R,All India Anna Dravida Munnetra Kazhagam,108960,1235,110195,45,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,SATHIYAMOORTHY,Bahujan Samaj Party,823,2,825,0.34,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,MANIKANNAN A J,Dravida Munnetra Kazhagam,114344,1107,115451,47.15,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,K.G.P.Rajamani,Amma Makkal Munnettra Kazagam,2843,5,2848,1.16,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,KUMAR A,Indhia Kudiarasu Katchi,110,0,110,0.04,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,CHINNAIYAN S,Makkal Needhi Maiam,673,4,677,0.28,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,DHANAPAL P,Lok Jan Shakti Party,81,0,81,0.03,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,Pushbamary L,Naam Tamilar Katchi,8954,46,9000,3.68,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,VENkATESAN M,Communist Party of India  (Marxist-Leninist)  (Liberation),140,3,143,0.06,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,RAJAMANI  K,Independent,116,1,117,0.05,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,KATHIRVEL M,Independent,102,3,105,0.04,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,DEEPA,My India Party,263,0,263,0.11,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,MANI R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,298,1,299,0.12,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,MANIKANNAN M,Independent,2106,1,2107,0.86,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,RAJASTALIN K,Independent,351,1,352,0.14,244853,138352,134939,39,273330
Tamil Nadu,VILUPPURAM,8,Ulundurpettai,77,NOTA,None of the Above,2277,3,2280,0.93,244853,138352,134939,39,273330
Tamil Nadu,MADURAI,24,Usilampatti,197,AYYAPPAN P,All India Anna Dravida Munnetra Kazhagam,70780,475,71255,33.53,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,KATHIRAVAN P V,Dravida Munnetra Kazhagam,62877,901,63778,30.01,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,ARASUMAYAN M,All India Jananayaka Makkal Kazhagam,961,6,967,0.46,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,IYNDHUKOVILAN G,Naam Tamilar Katchi,15089,268,15357,7.23,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,THIRUSELVAM C,Puthiya Tamilagam,1149,12,1161,0.55,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,BHARATH V,My India Party,372,6,378,0.18,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,MAHENDRAN I,Amma Makkal Munnettra Kazagam,54758,733,55491,26.11,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,ARUNKUMAR M,Independent,359,3,362,0.17,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,ALAGUMURUGESAN K,Independent,155,3,158,0.07,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,ARUMUGAM K,Independent,1238,9,1247,0.59,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,ANANTHA KUMAR N,Independent,69,5,74,0.03,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,KATHIRAVAN A,Independent,523,5,528,0.25,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,Dhanasekaran T,Independent,477,1,478,0.22,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,MAHENDRAN A,Independent,247,0,247,0.12,212513,134052,133375,3,267430
Tamil Nadu,MADURAI,24,Usilampatti,197,NOTA,None of the Above,1015,17,1032,0.49,212513,134052,133375,3,267430
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,S.Arumugam,Indian National Congress,70084,1204,71288,37.87,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,T.M.TAMILSELVAM,All India Anna Dravida Munnetra Kazhagam,98973,702,99675,52.96,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,NAGARAJ,Bahujan Samaj Party,718,4,722,0.38,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,R.Bakyaraj,Desiya Murpokku Dravida Kazhagam,2278,13,2291,1.22,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,Elangovan,Naam Tamilar Katchi,10352,72,10424,5.54,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,S.Perumal,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,205,1,206,0.11,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,K.Murugesan,Makkal Needhi Maiam,1239,15,1254,0.67,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,T.Tamilarasan,Independent,180,1,181,0.1,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,M.Thenmozhi,Independent,103,1,104,0.06,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,R.Manjunathan,Independent,112,2,114,0.06,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,R.Vivekanandhan,Independent,280,3,283,0.15,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,C.Jayaraman,Independent,322,0,322,0.17,188223,111300,108908,24,220232
Tamil Nadu,KRISHNAGIRI,5,Uthangarai,51,NOTA,None of the Above,1354,5,1359,0.72,188223,111300,108908,24,220232
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,SUNDAR K,Dravida Munnetra Kazhagam,92161,1266,93427,44.38,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,SURESH D,Bahujan Samaj Party,600,2,602,0.29,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,SOMASUNDARAM V,All India Anna Dravida Munnetra Kazhagam,91127,678,91805,43.61,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,KAMACTHI.S,Naam Tamilar Katchi,11320,85,11405,5.42,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,SIVAKUMAR.A,Desiya Makkal Sakthi Katchi,134,2,136,0.06,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,SUSAIAPPAR.A,Makkal Needhi Maiam,2077,23,2100,1,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,RANJITHKUMAR.R.V,Amma Makkal Munnettra Kazagam,7181,30,7211,3.43,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,JAISUDHA.V,Republican Party of India (Athawale),82,3,85,0.04,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,AROKIASAMY.J,Independent,91,13,104,0.05,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,GUNASEKAR.V,Independent,104,0,104,0.05,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,SARAVANAN.A,Independent,298,6,304,0.14,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,SIVALINGAM.M,Independent,64,0,64,0.03,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,CHINNASWAMY.T,Independent,100,1,101,0.05,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,THANGARAJ.K,Independent,332,1,333,0.16,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,DEVARAJAN.C,Independent,140,1,141,0.07,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,PONNAMBALAM.R,Independent,752,1,753,0.36,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,MADHAVARAJ.K.V,Independent,448,0,448,0.21,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,JEEVANANTHAM.D,Independent,66,0,66,0.03,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,JAYABALAN.E,Independent,305,1,306,0.15,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,JAYARAMAN.C.A,Independent,81,1,82,0.04,210529,116334,123875,13,240222
Tamil Nadu,KANCHEEPURAM,3,Uthiramerur,36,NOTA,None of the Above,946,6,952,0.45,210529,116334,123875,13,240222
Tamil Nadu,COIMBATORE,13,Valparai,124,AMULKANDASAMI T K,All India Anna Dravida Munnetra Kazhagam,71128,544,71672,49.37,145172,96708,101594,13,198315
Tamil Nadu,COIMBATORE,13,Valparai,124,ARUMUGAM M,Communist Party of India,58821,628,59449,40.95,145172,96708,101594,13,198315
Tamil Nadu,COIMBATORE,13,Valparai,124,MURUGARAJ M S,Desiya Murpokku Dravida Kazhagam,1327,8,1335,0.92,145172,96708,101594,13,198315
Tamil Nadu,COIMBATORE,13,Valparai,124,KOHILA C,Naam Tamilar Katchi,7588,44,7632,5.26,145172,96708,101594,13,198315
Tamil Nadu,COIMBATORE,13,Valparai,124,SENTHILRAJ D,Makkal Needhi Maiam,3291,23,3314,2.28,145172,96708,101594,13,198315
Tamil Nadu,COIMBATORE,13,Valparai,124,RANGASAMY T M,Independent,353,2,355,0.24,145172,96708,101594,13,198315
Tamil Nadu,COIMBATORE,13,Valparai,124,NOTA,None of the Above,1409,6,1415,0.97,145172,96708,101594,13,198315
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Ambethkumar S,Dravida Munnetra Kazhagam,100951,1113,102064,54.88,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Arjunan M,Bahujan Samaj Party,597,10,607,0.33,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Suresh S,Makkal Needhi Maiam,1678,14,1692,0.91,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Durai B,Ganasangam Party of India,360,3,363,0.2,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Prabavathi G,Naam Tamilar Katchi,9249,35,9284,4.99,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Murali S,Pattali Makkal Katchi,65617,494,66111,35.55,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Venkatesan P,Amma Makkal Munnettra Kazagam,1714,14,1728,0.93,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Manikandan K,Independent,1262,2,1264,0.68,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Muthuperumal K,Independent,136,3,139,0.07,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Murali C,Independent,406,1,407,0.22,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,Vignesh S,Independent,540,6,546,0.29,185974,111768,111862,3,223633
Tamil Nadu,TIRUVANNAMALAI,7,Vandavasi,69,NOTA,None of the Above,1759,10,1769,0.95,185974,111768,111862,3,223633
Tamil Nadu,VELLORE,4,Vaniyambadi,47,G.SENDHIL KUMAR,All India Anna Dravida Munnetra Kazhagam,87340,678,88018,46.33,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,D.Ramu,Bahujan Samaj Party,715,6,721,0.38,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,R.Sekar,All India Youth Development Party,176,3,179,0.09,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,M.GNANA DOSS,Makkal Needhi Maiam,1843,25,1868,0.98,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,A.J.DEVENDHIRAN,Naam Tamilar Katchi,11151,75,11226,5.91,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,N.MOHAMMED NAYEEM,Indian Union Muslim League,82317,797,83114,43.74,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,T.S.VAKEEL AHMED,All India Majlis-E-Ittehadul Muslimeen,1895,2,1897,1,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,B.JAGAN,Akhil Bharat Hindu Mahasabha,351,5,356,0.19,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,P.ABDUL WAHID,Independent,258,1,259,0.14,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,M.SURESH,Independent,362,0,362,0.19,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,SYED MOHAMMED SALEEM,Independent,131,2,133,0.07,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,DELHI RAJI.S,Independent,184,2,186,0.1,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,C.M.MOHAMMED HUSSAIN,Independent,186,0,186,0.1,189997,112820,113151,15,225986
Tamil Nadu,VELLORE,4,Vaniyambadi,47,NOTA,None of the Above,1487,5,1492,0.79,189997,112820,113151,15,225986
Tamil Nadu,VILUPPURAM,8,Vanur,73,GANAPATHI P M,Desiya Murpokku Dravida Kazhagam,5430,30,5460,3,182208,108964,111724,18,220706
Tamil Nadu,VILUPPURAM,8,Vanur,73,CHAKRAPANI M,All India Anna Dravida Munnetra Kazhagam,91501,718,92219,50.61,182208,108964,111724,18,220706
Tamil Nadu,VILUPPURAM,8,Vanur,73,VINAYAGAMURTHY M,Bahujan Samaj Party,765,9,774,0.42,182208,108964,111724,18,220706
